,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart
0,1,1.0,7.0,292,294,,EFIX,7.0,,351.60519051913894,,306.5064599645495,,242.06240930801297,study,False,False,4,screen,1.0,301,1,820.0,1100.0,820.0,,1013.0,210.0,210.0,650.0,,503.9
1,1,1.0,7.0,24,318,obj3end,ESACC,7.0,316.1201828419059,354.67005794118006,379.40475748203266,309.65601883380214,143.68009604673847,240.34735280422788,study,False,False,296,screen,1.0,301,1,820.0,1100.0,820.0,881.4,1013.4,210.0,210.0,650.0,520.1,507.3
2,1,1.0,7.0,172,490,,EFIX,7.0,,317.7599880412888,,392.36132582098355,,133.45939457378037,study,False,False,320,obj3start,1.0,301,1,820.0,1100.0,820.0,,865.4,210.0,210.0,650.0,,524.5
3,1,1.0,7.0,18,508,obj3end,ESACC,7.0,344.25532675617376,317.2447950715661,454.7787703928142,396.84286562819796,97.81477393522928,130.89025937784677,study,False,False,492,obj3start,1.0,301,1,820.0,1100.0,820.0,802.3,858.5,210.0,210.0,650.0,553.8,524.9
4,1,1.0,7.0,246,754,,EFIX,7.0,,349.23953098124497,,463.36189959900673,,95.20635482991673,study,False,False,510,obj3start,1.0,301,1,820.0,1100.0,820.0,,794.4,210.0,210.0,650.0,,558.3
5,1,1.0,7.0,60,814,obj1end,ESACC,7.0,91.02362330735905,339.481634260235,258.6837837979026,457.7070897419003,525.0878974038537,105.56410374743872,study,False,False,756,obj3start,1.0,301,1,820.0,1100.0,820.0,855.3,791.7,210.0,210.0,650.0,126.1,548.3
6,1,1.0,7.0,666,1480,,EFIX,7.0,,74.89198889066842,,258.7060300804757,,509.3140583176553,study,False,False,816,obj1start,1.0,301,1,820.0,1100.0,820.0,,850.5,210.0,210.0,650.0,,141.6
7,1,1.0,7.0,36,1516,obj2end,ESACC,7.0,349.03244834828746,58.804931765966685,91.47485993430101,245.10002039983598,611.6532105695186,485.66039574995204,study,False,False,1482,obj1start,1.0,301,1,820.0,1100.0,820.0,1162.6,858.9,210.0,210.0,650.0,143.3,165.9
8,1,1.0,7.0,1030,2546,,EFIX,7.0,,347.47512141159115,,77.06464818579269,,592.2592000129673,study,False,False,1518,obj2start,1.0,301,1,820.0,1100.0,820.0,,1165.0,210.0,210.0,650.0,,168.6
9,1,1.0,7.0,56,2602,obj3end,ESACC,7.0,353.98831901632,334.75252052822543,475.0954956637664,56.029010342857205,96.55946354449162,563.1156630746476,study,False,False,2548,obj2start,1.0,301,1,820.0,1100.0,820.0,780.7,1154.5,210.0,210.0,650.0,561.8,197.0
10,1,1.0,7.0,240,2842,,EFIX,7.0,,380.56984904219615,,498.43094807605996,,76.69035141398169,study,False,False,2604,obj3start,1.0,301,1,820.0,1100.0,820.0,,775.0,210.0,210.0,650.0,,587.9
11,1,1.0,7.0,12,2854,obj3end,ESACC,7.0,389.7392076761074,385.21782149843483,529.59668616788,507.03921939037417,108.22499711249712,79.75443561332501,study,False,False,2844,obj3start,1.0,301,1,820.0,1100.0,820.0,730.4,765.9,210.0,210.0,650.0,589.3,591.4
12,1,1.0,7.0,276,3130,,EFIX,7.0,,392.8711875411583,,532.1689299461216,,106.93815969989387,study,False,False,2856,obj3start,1.0,301,1,820.0,1100.0,820.0,,729.9,210.0,210.0,650.0,,592.4
13,1,1.0,7.0,12,3142,obj3end,ESACC,7.0,417.50608378800905,397.8928624642568,560.7346342076617,536.4613033574742,116.3414371580479,105.331524246068,study,False,False,3132,obj3start,1.0,301,1,820.0,1100.0,820.0,709.8,728.8,210.0,210.0,650.0,612.7,597.3
14,1,1.0,7.0,452,3594,,EFIX,7.0,,400.38053149472694,,552.8838666483225,,132.87802677643887,study,False,False,3144,obj3start,1.0,301,1,820.0,1100.0,820.0,,700.4,210.0,210.0,650.0,,592.1
15,1,1.0,7.0,20,3614,obj3end,ESACC,7.0,347.3167574419639,385.25265735618234,476.0639977986152,539.9588965838047,108.09685471834972,136.45369177856642,study,False,False,3596,obj3start,1.0,301,1,820.0,1100.0,820.0,770.7,704.4,210.0,210.0,650.0,553.8,577.5
16,1,1.0,7.0,352,3966,,EFIX,7.0,,342.3235019685327,,468.2663558275354,,108.85485749382057,study,False,False,3616,obj3start,1.0,301,1,820.0,1100.0,820.0,,777.7,210.0,210.0,650.0,,549.7
17,1,1.0,7.0,16,3982,obj3end,ESACC,7.0,350.53446335560216,338.4074615016637,503.287601675225,466.13260988692906,137.96524924777253,113.09999999999998,study,False,False,3968,obj3start,1.0,301,1,820.0,1100.0,820.0,727.1,776.5,210.0,210.0,650.0,548.0,545.6
18,1,1.0,7.0,32,4014,,EFIX,7.0,,369.8056381398207,,525.3305721162628,,138.83879140931762,study,False,False,3984,obj3start,1.0,301,1,820.0,1100.0,820.0,,711.4,210.0,210.0,650.0,,563.5
19,1,1.0,11.0,264,266,,EFIX,11.0,,164.7938105633825,,323.4145945995635,,517.2591226841727,study,True,False,4,obj1start,2.0,301,2,1100.0,1100.0,1380.0,,949.0,430.0,210.0,210.0,,496.0
20,1,1.0,11.0,36,302,obj2end,ESACC,11.0,159.94052019422716,162.51941422488576,60.20772375700648,327.27444140965235,289.8982062724776,516.4383409469131,study,True,False,268,obj1start,2.0,301,2,1100.0,1100.0,1380.0,1096.4,955.0,430.0,210.0,210.0,270.1,503.4
21,1,1.0,11.0,174,476,,EFIX,11.0,,187.64660934853046,,34.630189141845605,,270.58316651262686,study,True,False,304,obj2start,2.0,301,2,1100.0,1100.0,1380.0,,1111.4,430.0,210.0,210.0,,242.7
22,1,1.0,11.0,18,494,obj2end,ESACC,11.0,264.2258503629045,187.67738276094965,70.73400879350746,34.15845429758203,223.04102761599722,271.7623962214051,study,True,False,478,obj2start,2.0,301,2,1100.0,1100.0,1380.0,1160.1,1110.2,430.0,210.0,210.0,172.7,242.6
23,1,1.0,11.0,624,1118,,EFIX,11.0,,275.3392997739335,,87.99846589571884,,209.03523626412849,study,True,False,496,obj2start,2.0,301,2,1100.0,1100.0,1380.0,,1175.8,430.0,210.0,210.0,,165.3
24,1,1.0,11.0,26,1144,obj1end,ESACC,11.0,97.49030721051199,245.39716787281793,134.3144072689151,74.93844140359462,276.1889932636708,206.8810527815441,study,True,False,1120,obj2start,2.0,301,2,1100.0,1100.0,1380.0,1136.0,1173.6,430.0,210.0,210.0,339.4,195.9
25,1,1.0,11.0,208,1352,,EFIX,11.0,,70.91078902395599,,162.38331195045873,,291.54817783687145,study,True,False,1146,obj1start,2.0,301,2,1100.0,1100.0,1380.0,,1135.3,430.0,210.0,210.0,,368.5
26,1,1.0,11.0,12,1364,obj1end,ESACC,11.0,58.1372513970174,70.11889902159042,164.07297157057894,164.73208552070236,312.48670371713416,291.1368406780565,study,True,False,1354,obj1start,2.0,301,2,1100.0,1100.0,1380.0,1113.7,1137.1,430.0,210.0,210.0,373.5,370.5
27,1,1.0,11.0,570,1934,,EFIX,11.0,,46.65801110206047,,173.6691394577632,,325.2952043913343,study,True,False,1366,obj1start,2.0,301,2,1100.0,1100.0,1380.0,,1104.9,430.0,210.0,210.0,,383.6
28,1,1.0,11.0,32,1966,obj2end,ESACC,11.0,211.63707142180928,52.41116293310042,31.784430150625635,167.86580950270965,250.2204028451717,322.4080178903744,study,True,False,1936,obj1start,2.0,301,2,1100.0,1100.0,1380.0,1130.0,1104.7,430.0,210.0,210.0,220.5,377.8
29,1,1.0,11.0,524,2490,,EFIX,11.0,,246.0101014186206,,57.24482509362737,,227.29049694168924,study,True,False,1968,obj2start,2.0,301,2,1100.0,1100.0,1380.0,,1153.6,430.0,210.0,210.0,,189.9
30,1,1.0,11.0,12,2502,obj2end,ESACC,11.0,261.0468923392883,253.91094895651898,108.33965109783209,85.01041112710833,174.15361035591542,198.42068944543067,study,True,False,2492,obj2start,2.0,301,2,1100.0,1100.0,1380.0,1206.8,1182.6,430.0,210.0,210.0,191.8,189.9
31,1,1.0,11.0,46,2548,,EFIX,11.0,,267.7204698935067,,116.59438236896321,,166.9558324827258,study,True,False,2504,obj2start,2.0,301,2,1100.0,1100.0,1380.0,,1214.5,430.0,210.0,210.0,,188.0
32,1,1.0,11.0,32,2580,obj3end,ESACC,11.0,427.26181668854986,271.4687643173704,352.2451703004599,119.19433711380755,75.07769309188981,165.430619898494,study,True,False,2550,obj2start,2.0,301,2,1100.0,1100.0,1380.0,1451.5,1216.5,430.0,210.0,210.0,187.1,184.8
33,1,1.0,11.0,730,3310,,EFIX,11.0,,432.9125777798561,,369.34712669790724,,89.49469258006305,study,True,False,2582,obj3start,2.0,301,2,1100.0,1100.0,1380.0,,1469.3,430.0,210.0,210.0,,204.1
34,1,1.0,11.0,40,3350,obj2end,ESACC,11.0,146.34619913069142,421.94768633090047,142.53845095271657,355.3812741268172,215.17715956857512,75.68256073891787,study,True,False,3312,obj3start,2.0,301,2,1100.0,1100.0,1380.0,1193.6,1455.3,430.0,210.0,210.0,317.5,202.4
35,1,1.0,11.0,330,3680,,EFIX,11.0,,115.06993525678203,,158.49634065176397,,242.6707440133647,study,True,False,3352,obj1start,2.0,301,2,1100.0,1100.0,1380.0,,1179.7,430.0,210.0,210.0,,347.0
36,1,1.0,11.0,26,3706,obj2end,ESACC,11.0,223.44829379523128,117.0355928766971,71.9801361488015,161.70754466010544,208.66513843955823,240.04443338682114,study,True,False,3682,obj1start,2.0,301,2,1100.0,1100.0,1380.0,1171.5,1183.8,430.0,210.0,210.0,218.3,348.3
37,1,1.0,11.0,310,4016,,EFIX,11.0,,253.36860500069855,,68.93221307922737,,217.25480431972034,study,True,False,3708,obj2start,2.0,301,2,1100.0,1100.0,1380.0,,1164.2,430.0,210.0,210.0,,184.9
38,1,1.0,4.0,228,230,,EFIX,4.0,,516.823915855294,,689.512117369956,,240.13945948136052,study,False,False,4,screen,3.0,301,3,540.0,1660.0,1100.0,,1007.0,210.0,210.0,210.0,,431.4
39,1,1.0,4.0,36,266,obj3end,ESACC,4.0,435.7506167522887,512.2563420788464,688.0861864621321,678.54444217015,134.42693182543448,218.6654065004339,study,False,False,232,screen,3.0,301,3,540.0,1660.0,1100.0,973.4,1011.6,210.0,210.0,210.0,255.2,410.0
40,1,1.0,4.0,178,444,,EFIX,4.0,,428.4257812036992,,691.6159700296112,,131.6839018255459,study,False,False,268,obj3start,3.0,301,3,540.0,1660.0,1100.0,,968.4,210.0,210.0,210.0,,214.7
41,1,1.0,4.0,50,494,obj1end,ESACC,4.0,35.773733380792116,421.15016324346834,1155.0237053844394,698.9302254159567,595.0460150274095,139.05200466012704,study,False,False,446,obj3start,3.0,301,3,540.0,1660.0,1100.0,505.0,961.1,210.0,210.0,210.0,202.6,216.5
42,1,1.0,4.0,532,1026,,EFIX,4.0,,51.13531069623028,,1171.101541284956,,611.102953682929,study,False,False,496,obj1start,3.0,301,3,540.0,1660.0,1100.0,,488.9,210.0,210.0,210.0,,208.1
43,1,1.0,4.0,54,1080,obj3end,ESACC,4.0,541.2208514091081,46.46396453166692,585.7439799093116,1166.3065206025387,66.39284600015279,606.3125431656515,study,False,False,1028,obj1start,3.0,301,3,540.0,1660.0,1100.0,1077.6,493.7,210.0,210.0,210.0,147.5,206.1
44,1,1.0,4.0,260,1340,,EFIX,4.0,,555.3559309127796,,569.2979975373179,,51.577223655408204,study,False,False,1082,obj3start,3.0,301,3,540.0,1660.0,1100.0,,1093.0,210.0,210.0,210.0,,158.9
45,1,1.0,4.0,16,1356,obj3end,ESACC,4.0,608.0392092620343,555.1501598666797,514.6646286660858,567.7179757590911,60.792104750534804,40.59187110740276,study,False,False,1342,obj3start,3.0,301,3,540.0,1660.0,1100.0,1146.8,1093.7,210.0,210.0,210.0,171.2,169.9
46,1,1.0,4.0,950,2306,,EFIX,4.0,,610.7475092049087,,510.0161958212699,,54.44740581515347,study,False,False,1358,obj3start,3.0,301,3,540.0,1660.0,1100.0,,1150.4,210.0,210.0,210.0,,189.4
47,1,1.0,4.0,70,2376,screen,ESACC,4.0,1258.5157051066149,623.6526036183926,197.3164463495124,496.4660814194662,705.5478580507491,64.11372707930796,study,False,False,2308,obj3start,3.0,301,3,540.0,1660.0,1100.0,1789.7,1163.6,210.0,210.0,210.0,61.3,201.9
48,1,1.0,4.0,356,2732,,EFIX,4.0,,1258.3235911322652,,191.4634691005049,,704.5695565378908,study,False,False,2378,screen,3.0,301,3,540.0,1660.0,1100.0,,1790.5,210.0,210.0,210.0,,69.9
49,1,1.0,4.0,732,3464,screen,ESACC,4.0,1258.2337819340253,1258.0930490230046,184.91146530164104,184.55925877614493,703.6137079392356,703.4416251544972,study,False,False,2734,screen,3.0,301,3,540.0,1660.0,1100.0,1791.5,1791.4,210.0,210.0,210.0,80.0,80.4
50,1,1.0,4.0,262,3726,,EFIX,4.0,,1329.3230796160879,,239.39058043289836,,773.6949334201432,study,False,False,3466,screen,3.0,301,3,540.0,1660.0,1100.0,,1863.3,210.0,210.0,210.0,,83.6
51,1,1.0,4.0,290,4016,screen,ESACC,4.0,1332.3783621779514,1330.920827848148,239.5330874847983,237.97111169215478,776.3401960480985,774.8485335857583,study,False,False,3728,screen,3.0,301,3,540.0,1660.0,1100.0,1866.9,1865.5,210.0,210.0,210.0,89.3,90.0
52,1,1.0,17.0,136,138,,EFIX,17.0,,660.7666607812474,,513.3737235192311,,767.2369777324343,study,True,False,4,screen,4.0,301,4,1660.0,1380.0,260.0,,1014.3,430.0,650.0,430.0,,289.7
53,1,1.0,17.0,16,154,screen,ESACC,17.0,656.028901802352,642.5656697957027,464.7299430852288,473.8804068538812,748.527835153777,769.8380608933284,study,True,False,140,screen,4.0,301,4,1660.0,1380.0,260.0,1006.4,1024.2,430.0,650.0,430.0,373.6,337.0
54,1,1.0,17.0,148,302,,EFIX,17.0,,691.4176812896818,,484.49397313072944,,710.5901842834588,study,True,False,156,screen,4.0,301,4,1660.0,1380.0,260.0,,969.6,430.0,650.0,430.0,,392.5
55,1,1.0,17.0,62,364,obj3end,ESACC,17.0,1452.069712513831,694.3135674895025,1196.6663904363656,481.75858061896514,56.44864923096035,706.7045563741613,study,True,False,304,screen,4.0,301,4,1660.0,1380.0,260.0,208.1,966.2,430.0,650.0,430.0,407.8,403.3
56,1,1.0,17.0,182,546,,EFIX,17.0,,1480.6633817313102,,1223.133700786631,,81.75603953225718,study,True,False,366,obj3start,4.0,301,4,1660.0,1380.0,260.0,,179.4,430.0,650.0,430.0,,416.3
57,1,1.0,17.0,12,558,obj3end,ESACC,17.0,1527.4023864064113,1497.0327351130302,1267.1235338355925,1238.5245294300796,127.42860746315955,97.50389735800309,study,True,False,548,obj3start,4.0,301,4,1660.0,1380.0,260.0,132.6,163.0,430.0,650.0,430.0,427.3,420.1
58,1,1.0,17.0,342,900,,EFIX,17.0,,1531.0031384683703,,1269.6639752312421,,131.03667425572124,study,True,False,560,obj3start,4.0,301,4,1660.0,1380.0,260.0,,129.0,430.0,650.0,430.0,,433.1
59,1,1.0,17.0,76,976,obj2end,ESACC,17.0,303.1314731267606,1530.528866111319,106.30470356479994,1268.109857228466,1124.7616147433198,130.83810607005896,study,True,False,902,obj3start,4.0,301,4,1660.0,1380.0,260.0,1379.0,129.5,430.0,650.0,430.0,543.7,439.4
60,1,1.0,17.0,182,1158,,EFIX,17.0,,307.8124104060784,,94.80759463249763,,1125.7834960595221,study,True,False,978,obj2start,4.0,301,4,1660.0,1380.0,260.0,,1378.8,430.0,650.0,430.0,,555.2
61,1,1.0,17.0,20,1178,obj2end,ESACC,17.0,231.72926012914297,309.6322496123425,128.30607935713718,91.71766460175492,1245.2222492390665,1125.5363743566886,study,True,False,1160,obj2start,4.0,301,4,1660.0,1380.0,260.0,1494.6,1378.2,430.0,650.0,430.0,592.3,558.3
62,1,1.0,17.0,376,1554,,EFIX,17.0,,228.59308825946596,,136.78742632274364,,1258.9578229631047,study,True,False,1180,obj2start,4.0,301,4,1660.0,1380.0,260.0,,1507.4,430.0,650.0,430.0,,600.2
63,1,1.0,17.0,44,1598,obj1end,ESACC,17.0,82.33905513181466,222.19651212384053,416.78258120991586,142.89608112191175,1481.4518959453258,1263.254245985344,study,True,False,1556,obj2start,4.0,301,4,1660.0,1380.0,260.0,1741.4,1512.3,430.0,650.0,430.0,442.4,596.0
64,1,1.0,17.0,288,1886,,EFIX,17.0,,92.67173247544268,,439.66356455817447,,1491.4784778869591,study,True,False,1600,obj1start,4.0,301,4,1660.0,1380.0,260.0,,1751.4,430.0,650.0,430.0,,414.7
65,1,1.0,17.0,142,2028,obj1end,ESACC,17.0,120.65968672261668,91.12656034329389,462.7123944741485,432.53676144346383,1520.0522227870988,1491.1016229620298,study,True,False,1888,obj1start,4.0,301,4,1660.0,1380.0,260.0,1780.0,1751.1,430.0,650.0,430.0,417.4,427.8
66,1,1.0,17.0,450,2478,,EFIX,17.0,,99.00045454441106,,438.0742973514881,,1499.000030020013,study,True,False,2030,obj1start,4.0,301,4,1660.0,1380.0,260.0,,1759.0,430.0,650.0,430.0,,430.3
67,1,1.0,17.0,22,2500,obj1end,ESACC,17.0,45.13202853850028,101.90240428959476,399.4407340269643,440.3863076890562,1426.1826320636499,1501.9001631266974,study,True,False,2480,obj1start,4.0,301,4,1660.0,1380.0,260.0,1685.7,1761.9,430.0,650.0,430.0,392.9,430.7
