,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy
0,1,1.0,2.0,208,210,,EFIX,2.0,,739.4087164755362,,196.13579479534064,,356.18148463950223,study,True,False,4,screen,1.0,414,1,260.0,820.0,820.0,,993.8,430.0,430.0,210.0,,520.9,True,True
1,1,1.0,2.0,30,240,obj2end,ESACC,2.0,630.3748805274524,736.2249248701106,77.02265900369838,190.06088498162902,199.31003487029952,346.9627357512619,study,True,False,212,screen,1.0,414,1,260.0,820.0,820.0,889.5,991.7,430.0,430.0,210.0,396.8,511.5,True,True
2,1,1.0,2.0,196,436,,EFIX,2.0,,603.2178047770142,,52.760970423220954,,193.30732008902302,study,True,False,242,obj2start,1.0,414,1,260.0,820.0,820.0,,862.4,430.0,430.0,210.0,,398.6,True,True
3,1,1.0,2.0,28,464,obj3end,ESACC,2.0,625.8780072825693,605.0534273929866,200.667087485716,62.30288917859265,40.43859542565736,180.59249707559835,study,True,False,438,obj2start,1.0,414,1,260.0,820.0,820.0,853.8,863.4,430.0,430.0,210.0,232.2,385.3,True,True
4,1,1.0,2.0,274,738,,EFIX,2.0,,623.9356377063262,,223.96356846594492,,22.971286424577922,study,True,False,466,obj3start,1.0,414,1,260.0,820.0,820.0,,842.8,430.0,430.0,210.0,,207.2,True,True
5,1,1.0,2.0,22,760,obj3end,ESACC,2.0,540.6947012871497,621.9326732050665,221.04922528703872,225.38910798882895,63.1091118619174,20.5,study,True,False,740,obj3start,1.0,414,1,260.0,820.0,820.0,757.4,840.0,430.0,430.0,210.0,218.0,205.5,True,True
6,1,1.0,2.0,104,864,,EFIX,2.0,,523.1802079589785,,209.50782801604333,,78.64814047388529,study,True,False,762,obj3start,1.0,414,1,260.0,820.0,820.0,,745.2,430.0,430.0,210.0,,234.3,True,True
7,1,1.0,2.0,22,886,obj3end,ESACC,2.0,613.1969993403425,530.3834461971829,222.30285648187248,208.90811377253874,11.77115117564975,71.40448165206435,study,True,False,866,obj3start,1.0,414,1,260.0,820.0,820.0,831.6,752.2,430.0,430.0,210.0,208.0,232.4,True,True
8,1,1.0,2.0,178,1064,,EFIX,2.0,,633.9094335944213,,238.26281707391945,,32.636942258734976,study,True,False,888,obj3start,1.0,414,1,260.0,820.0,820.0,,848.1,430.0,430.0,210.0,,193.4,True,True
9,1,1.0,2.0,30,1094,obj2end,ESACC,2.0,598.2631193714017,633.7683882933891,71.54550999189254,231.9275102267948,161.43964816611813,32.161623093370174,study,True,False,1066,obj3start,1.0,414,1,260.0,820.0,820.0,855.0,850.6,430.0,430.0,210.0,367.6,200.1,True,True
10,1,1.0,2.0,536,1630,,EFIX,2.0,,587.0715969964822,,37.05482424732303,,195.90063807961425,study,True,False,1096,obj2start,1.0,414,1,260.0,820.0,820.0,,846.5,430.0,430.0,210.0,,404.1,True,True
11,1,1.0,2.0,50,1680,obj1end,ESACC,2.0,22.249719099350443,561.9813609008754,541.3308138282912,20.761743664731043,579.8301906592999,199.30642237519592,study,True,False,1632,obj2start,1.0,414,1,260.0,820.0,820.0,278.8,821.6,430.0,430.0,210.0,418.1,409.3,True,True
12,1,1.0,2.0,244,1924,,EFIX,2.0,,3.140063693621539,,560.5085726373861,,601.0040432476308,study,True,False,1682,obj1start,1.0,414,1,260.0,820.0,820.0,,259.5,430.0,430.0,210.0,,426.9,True,True
13,1,1.0,2.0,16,1940,obj1end,ESACC,2.0,46.96221885728996,7.808969202141845,565.8387137692152,561.3528124094507,589.8995253430875,600.1074737078351,study,True,False,1926,obj1start,1.0,414,1,260.0,820.0,820.0,256.1,258.7,430.0,430.0,210.0,383.2,422.3,True,True
14,1,1.0,2.0,992,2932,,EFIX,2.0,,60.431531504670666,,588.4385864302238,,608.7987927057674,study,True,False,1942,obj1start,1.0,414,1,260.0,820.0,820.0,,234.1,430.0,430.0,210.0,,375.4,True,True
15,1,1.0,2.0,14,2946,obj1end,ESACC,2.0,41.801076541161,63.93136945193649,561.8570369764892,598.2434454300355,587.9552108791961,618.8854659789645,study,True,False,2934,obj1start,1.0,414,1,260.0,820.0,820.0,259.7,224.1,430.0,430.0,210.0,388.2,377.1,True,True
16,1,1.0,2.0,152,3098,,EFIX,2.0,,37.81137395017535,,558.3741577114757,,586.1686617348287,study,True,False,2948,obj1start,1.0,414,1,260.0,820.0,820.0,,262.9,430.0,430.0,210.0,,392.3,True,True
17,1,1.0,2.0,52,3150,obj3end,ESACC,2.0,598.202256766054,40.607881008493905,152.64972977375362,554.4447673123086,71.00661940974237,581.5573918367817,study,True,False,3100,obj1start,1.0,414,1,260.0,820.0,820.0,838.7,267.0,430.0,430.0,210.0,278.5,390.0,True,True
18,1,1.0,2.0,582,3732,,EFIX,2.0,,583.6405143579393,,152.04029071269233,,68.09001395212076,study,True,False,3152,obj3start,1.0,414,1,260.0,820.0,820.0,,823.5,430.0,430.0,210.0,,278.0,True,True
19,1,1.0,2.0,22,3754,obj2end,ESACC,2.0,587.7583857334577,581.7130306259263,58.41164267506951,150.9107352046235,169.3160358619348,69.12344030790136,study,True,False,3734,obj3start,1.0,414,1,260.0,820.0,820.0,845.4,821.8,430.0,430.0,210.0,377.4,279.1,True,True
20,1,1.0,2.0,260,4014,,EFIX,2.0,,587.0824899449821,,38.70206712825556,,193.50930210199198,study,True,False,3756,obj2start,1.0,414,1,260.0,820.0,820.0,,846.4,430.0,430.0,210.0,,401.7,True,True
21,1,1.0,8.0,78,80,,EFIX,8.0,,192.68993227462616,,185.02272833357526,,383.1154003691316,study,False,False,4,screen,2.0,414,2,820.0,1100.0,1380.0,,1002.1,430.0,650.0,430.0,,493.0,True,False
22,1,1.0,8.0,10,90,obj2end,ESACC,8.0,212.86451089836459,194.42180947620048,162.6877377063189,184.19511394171127,371.3964189380399,381.2083944511191,study,False,False,82,screen,2.0,414,2,820.0,1100.0,1380.0,1017.3,1004.0,430.0,650.0,430.0,509.9,492.8,True,False
23,1,1.0,8.0,172,262,,EFIX,8.0,,216.43319985621432,,156.90548110247775,,371.347990434848,study,False,False,92,obj2start,2.0,414,2,820.0,1100.0,1380.0,,1018.7,430.0,650.0,430.0,,515.8,True,False
24,1,1.0,8.0,24,286,obj1end,ESACC,8.0,130.78379104460922,216.5770301763324,247.8233241646153,158.5610607936261,432.05601488695885,369.46665614098384,study,False,False,264,obj2start,2.0,414,2,820.0,1100.0,1380.0,948.6,1020.0,430.0,650.0,430.0,453.8,513.1,True,False
25,1,1.0,8.0,162,448,,EFIX,8.0,,98.23181765599173,,287.3281921427133,,461.8067669491212,study,False,False,288,obj1start,2.0,414,2,820.0,1100.0,1380.0,,918.2,430.0,650.0,430.0,,427.5,True,False
26,1,1.0,8.0,30,478,obj2end,ESACC,8.0,316.32503852840995,103.88517699845349,120.42229859955336,286.78934777986433,279.2803788310235,456.3421194674013,study,False,False,450,obj1start,2.0,414,2,820.0,1100.0,1380.0,1119.7,923.7,430.0,650.0,430.0,531.2,423.8,True,False
27,1,1.0,8.0,284,762,,EFIX,8.0,,331.3891368165226,,114.72907216568953,,270.75221144064557,study,False,False,480,obj2start,2.0,414,2,820.0,1100.0,1380.0,,1132.6,430.0,650.0,430.0,,540.0,True,False
28,1,1.0,8.0,44,806,obj1end,ESACC,8.0,98.2980162566875,332.47888654770253,331.54562280325763,108.15826366949501,476.97222141336493,274.54363951838326,study,False,False,764,obj2start,2.0,414,2,820.0,1100.0,1380.0,905.5,1131.4,430.0,650.0,430.0,381.5,546.5,True,False
29,1,1.0,8.0,1298,2104,,EFIX,8.0,,65.48557092978577,,355.29193630027686,,516.5426991062791,study,False,False,808,obj1start,2.0,414,2,820.0,1100.0,1380.0,,865.6,430.0,650.0,430.0,,383.0,True,False
30,1,1.0,8.0,36,2140,obj2end,ESACC,8.0,338.83413346355775,54.589376255824675,80.99734563552069,353.4798438383722,290.9992611674469,522.6126672785497,study,False,False,2106,obj1start,2.0,414,2,820.0,1100.0,1380.0,1126.9,858.8,430.0,650.0,430.0,573.6,391.6,True,False
31,1,1.0,8.0,286,2426,,EFIX,8.0,,342.50121167668885,,80.66647382897058,,288.93438701546063,study,False,False,2142,obj2start,2.0,414,2,820.0,1100.0,1380.0,,1130.2,430.0,650.0,430.0,,575.2,True,False
32,1,1.0,8.0,14,2440,obj2end,ESACC,8.0,374.95946447582827,343.81804781017524,87.55912288276987,88.3563806411285,269.6712813779028,281.88446214717135,study,False,False,2428,obj2start,2.0,414,2,820.0,1100.0,1380.0,1160.6,1134.6,430.0,650.0,430.0,586.8,568.7,True,False
33,1,1.0,8.0,170,2610,,EFIX,8.0,,384.78807154068596,,85.66130981954463,,270.43272730939935,study,False,False,2442,obj2start,2.0,414,2,820.0,1100.0,1380.0,,1166.9,430.0,650.0,430.0,,596.5,True,False
34,1,1.0,8.0,14,2624,obj2end,ESACC,8.0,429.5221763774252,386.11133109506136,121.01776729059247,93.26285434190835,242.30827472457477,262.8953403923317,study,False,False,2612,obj2start,2.0,414,2,820.0,1100.0,1380.0,1212.3,1171.4,430.0,650.0,430.0,604.9,590.0,True,False
35,1,1.0,8.0,190,2814,,EFIX,8.0,,434.3819977853593,,120.86240110141772,,245.63330393087992,study,False,False,2626,obj2start,2.0,414,2,820.0,1100.0,1380.0,,1214.6,430.0,650.0,430.0,,611.6,True,False
36,1,1.0,8.0,40,2854,obj3end,ESACC,8.0,594.1037114847877,433.5156859907147,384.6910708607622,119.88265095500672,34.16460156360665,246.38151310518418,study,False,False,2816,obj2start,2.0,414,2,820.0,1100.0,1380.0,1414.1,1213.6,430.0,650.0,430.0,427.9,611.7,True,False
37,1,1.0,8.0,714,3568,,EFIX,8.0,,593.1193640406626,,395.58890277660726,,39.580045477487815,study,False,False,2856,obj3start,2.0,414,2,820.0,1100.0,1380.0,,1412.7,430.0,650.0,430.0,,407.7,True,False
38,1,1.0,8.0,146,3714,obj3end,ESACC,8.0,590.2565205061271,594.4010178322376,390.4596778157765,397.82479812098194,34.68083043988421,41.768049990393436,study,False,False,3570,obj3start,2.0,414,2,820.0,1100.0,1380.0,1410.0,1413.9,430.0,650.0,430.0,412.6,405.6,True,False
39,1,1.0,8.0,302,4016,,EFIX,8.0,,578.8410230797399,,391.86340732454204,,38.999102553776765,study,False,False,3716,obj3start,2.0,414,2,820.0,1100.0,1380.0,,1397.8,430.0,650.0,430.0,,395.3,True,False
40,1,1.0,5.0,248,250,,EFIX,5.0,,476.0492516536498,,754.1027052066581,,469.7860044743777,study,True,False,4,screen,3.0,414,3,540.0,260.0,1380.0,,1010.8,430.0,430.0,210.0,,500.5,True,True
41,1,1.0,5.0,44,294,obj1end,ESACC,5.0,99.14847452179991,477.71229835540134,379.11267454412547,755.2278066914645,771.9963860019035,475.4377351452028,study,True,False,252,screen,3.0,414,3,540.0,260.0,1380.0,639.1,1011.0,430.0,430.0,210.0,426.9,509.8,True,True
42,1,1.0,5.0,178,472,,EFIX,5.0,,76.61886190749641,,356.6040521362594,,794.9405323670444,study,True,False,296,obj1start,3.0,414,3,540.0,260.0,1380.0,,616.6,430.0,430.0,210.0,,431.7,True,True
43,1,1.0,5.0,18,490,obj1end,ESACC,5.0,32.986209239620095,68.83640025451652,301.4234396990386,348.64659757410516,842.3444010617036,800.6137957842095,study,True,False,474,obj1start,3.0,414,3,540.0,260.0,1380.0,560.3,608.6,430.0,430.0,210.0,404.0,424.3,True,True
44,1,1.0,5.0,146,636,,EFIX,5.0,,36.2249913733599,,292.4658099675926,,850.0424989375531,study,True,False,492,obj1start,3.0,414,3,540.0,260.0,1380.0,,550.4,430.0,430.0,210.0,,395.3,True,True
45,1,1.0,5.0,38,674,obj2end,ESACC,5.0,278.26810812595824,39.62335170073327,29.68400242554902,294.90678188200417,1132.832352998448,847.3641543043935,study,True,False,638,obj1start,3.0,414,3,540.0,260.0,1380.0,263.3,552.5,430.0,430.0,210.0,400.5,392.4,True,True
46,1,1.0,5.0,538,1212,,EFIX,5.0,,293.05733227476156,,25.506861821870572,,1149.313969287766,study,True,False,676,obj2start,3.0,414,3,540.0,260.0,1380.0,,247.8,430.0,430.0,210.0,,407.6,True,True
47,1,1.0,5.0,108,1320,obj1end,ESACC,5.0,20.974746720759217,289.6,271.14560663967984,31.435012327021578,873.0245930098419,1143.823482885362,study,True,False,1214,obj2start,3.0,414,3,540.0,260.0,1380.0,530.5,252.0,430.0,430.0,210.0,411.3,399.6,True,True
48,1,1.0,5.0,1442,2762,,EFIX,5.0,,53.46073325348244,,291.0842661498557,,850.3399614271929,study,True,False,1322,obj1start,3.0,414,3,540.0,260.0,1380.0,,546.2,430.0,430.0,210.0,,376.9,True,True
49,1,1.0,5.0,70,2832,obj3end,ESACC,5.0,888.4665047147247,58.58438358470628,1162.7814627005368,297.76522631093115,29.677095545218002,843.6374398993919,study,True,False,2764,obj1start,3.0,414,3,540.0,260.0,1380.0,1404.8,552.2,430.0,430.0,210.0,226.3,372.7,True,True
50,1,1.0,5.0,200,3032,,EFIX,5.0,,874.4663401183604,,1147.9561751216813,,9.347726996441478,study,True,False,2834,obj3start,3.0,414,3,540.0,260.0,1380.0,,1387.7,430.0,430.0,210.0,,215.3,True,True
51,1,1.0,5.0,14,3046,obj3end,ESACC,5.0,906.515179133808,876.4224609171082,1179.2683197644208,1149.7148907446576,38.38971216354723,8.962700485902625,study,True,False,3034,obj3start,3.0,414,3,540.0,260.0,1380.0,1415.9,1388.8,430.0,430.0,210.0,196.4,211.7,True,True
52,1,1.0,5.0,888,3934,,EFIX,5.0,,922.008378486877,,1194.5055253116245,,54.21669484577613,study,True,False,3048,obj3start,3.0,414,3,540.0,260.0,1380.0,,1429.9,430.0,430.0,210.0,,188.8,True,True
