,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,2.0,0,10.0,222,228,,EFIX,10.0,,330.7174776149576,,759.7671024728565,,791.645154093676,study,True,False,8,screen,1.0,303,1,1100.0,1660.0,1660.0,,918.1,210.0,650.0,210.0,,486.2,True,True,False
1,1,2.0,0,10.0,28,256,obj1end,ESACC,10.0,30.937679292409722,313.9050174814031,742.1948127008163,755.899702341521,588.4327829072747,779.4,study,True,False,230,screen,1.0,303,1,1100.0,1660.0,1660.0,1071.7,925.6,210.0,650.0,210.0,197.5,471.0,True,True,False
2,1,2.0,0,10.0,206,462,,EFIX,10.0,,52.7912871599092,,761.5161981205653,,588.3697137004928,study,True,False,258,obj1start,1.0,303,1,1100.0,1660.0,1660.0,,1073.4,210.0,650.0,210.0,,164.4,True,True,False
3,1,2.0,0,10.0,44,506,obj3end,ESACC,10.0,533.7420538050193,61.48642126518667,447.47355229108234,765.7549085706208,27.14000736919571,585.1124507306266,study,True,False,464,obj1start,1.0,303,1,1100.0,1660.0,1660.0,1633.7,1077.7,210.0,650.0,210.0,203.3,152.7,True,True,False
4,1,2.0,0,10.0,338,844,,EFIX,10.0,,548.6003281078129,,439.54785860017563,,11.41577855426436,study,True,False,508,obj3start,1.0,303,1,1100.0,1660.0,1660.0,,1648.6,210.0,650.0,210.0,,210.6,True,True,False
5,1,2.0,0,10.0,16,860,obj3end,ESACC,10.0,579.5210522491827,549.9044007825362,477.9504681449742,437.916487472212,41.81686262741381,10.3368273662666,study,True,False,846,obj3start,1.0,303,1,1100.0,1660.0,1660.0,1678.3,1649.9,210.0,650.0,210.0,172.4,212.2,True,True,False
6,1,2.0,0,10.0,304,1164,,EFIX,10.0,,576.7134210333587,,479.14754512571596,,41.8374234388305,study,True,False,862,obj3start,1.0,303,1,1100.0,1660.0,1660.0,,1675.4,210.0,650.0,210.0,,171.1,True,True,False
7,1,2.0,0,10.0,46,1210,obj1end,ESACC,10.0,54.54438559558628,574.4594850814112,745.4334913323925,482.4724862621702,560.4561445822501,44.223297027698,study,True,False,1166,obj3start,1.0,303,1,1100.0,1660.0,1660.0,1102.2,1672.9,210.0,650.0,210.0,155.5,167.7,True,True,False
8,1,2.0,0,10.0,860,2070,,EFIX,10.0,,53.4222799962712,,761.859527734608,,588.1410885153323,study,True,False,1212,obj1start,1.0,303,1,1100.0,1660.0,1660.0,,1073.7,210.0,650.0,210.0,,163.5,True,True,False
9,1,2.0,0,10.0,58,2128,obj2end,ESACC,10.0,722.4088385395073,48.52319033204636,48.52349946160108,759.5014812362119,409.41242042712867,591.5154266796428,study,True,False,2072,obj1start,1.0,303,1,1100.0,1660.0,1660.0,1696.3,1069.7,210.0,650.0,210.0,617.8,172.1,True,True,False
10,1,2.0,0,10.0,252,2380,,EFIX,10.0,,727.1522536580629,,35.97777091483012,,423.9792447750243,study,True,False,2130,obj2start,1.0,303,1,1100.0,1660.0,1660.0,,1691.6,210.0,650.0,210.0,,632.8,True,True,False
11,1,2.0,0,10.0,10,2390,obj2end,ESACC,10.0,716.7848910237994,723.9969406012707,5.346026561849425,27.777148881769616,440.73186860039976,427.8078657528401,study,True,False,2382,obj2start,1.0,303,1,1100.0,1660.0,1660.0,1665.3,1684.6,210.0,650.0,210.0,650.7,637.1,True,True,False
12,1,2.0,0,10.0,462,2852,,EFIX,10.0,,711.6387636996736,,7.856844150166083,,445.8315040460913,study,True,False,2392,obj2start,1.0,303,1,1100.0,1660.0,1660.0,,1654.7,210.0,650.0,210.0,,655.8,True,True,False
13,1,2.0,0,10.0,44,2896,obj3end,ESACC,10.0,615.6593619851808,714.8737650802414,382.3355201913628,11.8532695911297,80.77406762074071,450.72885419063203,study,True,False,2854,obj2start,1.0,303,1,1100.0,1660.0,1660.0,1712.6,1654.9,210.0,650.0,210.0,271.3,660.7,True,True,False
14,1,2.0,0,10.0,1120,4016,,EFIX,10.0,,559.1232869412613,,455.80132733461846,,15.838244852255574,study,True,False,2898,obj3start,1.0,303,1,1100.0,1660.0,1660.0,,1658.9,210.0,650.0,210.0,,194.2,True,True,False
15,1,2.0,1,1.0,246,248,,EFIX,1.0,,860.6080699133607,,791.0791679724603,,615.5373668592347,study,True,False,4,screen,2.0,303,2,260.0,260.0,540.0,,1046.0,210.0,650.0,210.0,,560.5,True,True,True
16,1,2.0,1,1.0,52,300,obj1end,ESACC,1.0,58.687306975188406,849.5431537008583,449.60894119223207,780.945305383162,221.6758895324433,604.8963299607628,study,True,False,250,screen,2.0,303,2,260.0,260.0,540.0,318.4,1035.4,210.0,650.0,210.0,204.2,557.1,True,True,True
17,1,2.0,1,1.0,192,492,,EFIX,1.0,,51.12386918064787,,468.26237303460545,,237.549258049778,study,True,False,302,obj1start,2.0,303,2,260.0,260.0,540.0,,303.9,210.0,650.0,210.0,,183.8,True,True,True
18,1,2.0,1,1.0,20,512,obj1end,ESACC,1.0,96.70408471207409,43.01162633521314,476.3272824434897,467.82261595609083,373.7909576220377,247.6327926588076,study,True,False,494,obj1start,2.0,303,2,260.0,260.0,540.0,167.2,293.8,210.0,650.0,210.0,182.8,183.4,True,True,True
19,1,2.0,1,1.0,620,1132,,EFIX,1.0,,116.97196245254672,,479.93587071607806,,394.8701558740544,study,True,False,514,obj1start,2.0,303,2,260.0,260.0,540.0,,146.0,210.0,650.0,210.0,,183.8,True,True,True
20,1,2.0,1,1.0,28,1160,obj3end,ESACC,1.0,163.7993894982518,117.0631026412678,482.44195505780795,476.46171934374746,117.63604889658613,395.5347898731539,study,True,False,1134,obj1start,2.0,303,2,260.0,260.0,540.0,423.2,145.1,210.0,650.0,210.0,196.0,187.6,True,True,True
21,1,2.0,1,1.0,736,1896,,EFIX,1.0,,196.82715767901541,,496.14204619241855,,85.25802015059934,study,True,False,1162,obj3start,2.0,303,2,260.0,260.0,540.0,,456.2,210.0,650.0,210.0,,194.3,True,True,True
22,1,2.0,1,1.0,30,1926,obj1end,ESACC,1.0,43.06982702542465,207.38372645894853,475.66270612693614,514.5561291054651,307.10097687894125,81.63338777730594,study,True,False,1898,obj3start,2.0,303,2,260.0,260.0,540.0,234.9,464.9,210.0,650.0,210.0,175.0,178.0,True,True,True
23,1,2.0,1,1.0,412,2338,,EFIX,1.0,,62.74934262603872,,469.29892392802265,,338.1855703604162,study,True,False,1928,obj1start,2.0,303,2,260.0,260.0,540.0,,202.8,210.0,650.0,210.0,,184.2,True,True,True
24,1,2.0,1,1.0,40,2378,obj2end,ESACC,1.0,429.77697704739836,68.73638046915184,127.23305388145016,463.2544549165178,576.6699662718703,346.69394283719464,study,True,False,2340,obj1start,2.0,303,2,260.0,260.0,540.0,136.0,193.8,210.0,650.0,210.0,621.5,191.5,True,True,True
25,1,2.0,1,1.0,880,3258,,EFIX,1.0,,426.93430407967924,,115.76225637054594,,568.8241380251018,study,True,False,2380,obj2start,2.0,303,2,260.0,260.0,540.0,,147.7,210.0,650.0,210.0,,621.9,True,True,True
26,1,2.0,1,1.0,46,3304,obj1end,ESACC,1.0,83.20054086362659,414.2411375032664,448.09187673958115,127.23097107229826,363.20012389865724,563.0024156253684,study,True,False,3260,obj2start,2.0,303,2,260.0,260.0,540.0,176.8,140.4,210.0,650.0,210.0,209.7,606.6,True,True,True
27,1,2.0,1,1.0,428,3732,,EFIX,1.0,,92.06714940737548,,470.57024980336354,,370.05453652130785,study,True,False,3306,obj1start,2.0,303,2,260.0,260.0,540.0,,170.6,210.0,650.0,210.0,,188.0,True,True,True
28,1,2.0,1,1.0,162,3894,obj3end,ESACC,1.0,150.21148424804275,84.3464284958172,487.56895922525666,460.21986050147814,134.0577860476593,363.6183713730647,study,True,False,3734,obj1start,2.0,303,2,260.0,260.0,540.0,408.2,176.6,210.0,650.0,210.0,185.5,197.4,True,True,True
29,1,2.0,1,1.0,122,4016,,EFIX,1.0,,147.38375080041894,,486.34346916556825,,136.74052069522043,study,True,False,3896,obj3start,2.0,303,2,260.0,260.0,540.0,,405.4,210.0,650.0,210.0,,185.9,True,True,True
30,1,2.0,0,12.0,116,118,,EFIX,12.0,,213.34090090744434,,547.5420897063531,,681.9166664629925,study,True,False,4,screen,3.0,303,3,1100.0,1380.0,260.0,,929.7,650.0,210.0,650.0,,521.5,True,True,False
31,1,2.0,0,12.0,196,314,screen,ESACC,12.0,302.07325270536614,195.73740061623386,331.9642300007637,538.2649254781516,872.101054924256,696.9197443034599,study,True,False,120,screen,3.0,303,3,1100.0,1380.0,260.0,1078.4,946.3,650.0,210.0,650.0,348.7,528.8,True,True,False
32,1,2.0,0,12.0,126,440,,EFIX,12.0,,269.59823812480676,,367.67813369848375,,839.3635743824007,study,True,False,316,screen,3.0,303,3,1100.0,1380.0,260.0,,1056.1,650.0,210.0,650.0,,384.0,True,True,False
33,1,2.0,0,12.0,12,452,screen,ESACC,12.0,243.56093693365526,275.58232889646604,391.8595794414116,365.8109074371622,819.7669973840128,840.3056705747022,study,True,False,442,screen,3.0,303,3,1100.0,1380.0,260.0,1044.7,1055.1,650.0,210.0,650.0,412.8,378.1,True,True,False
34,1,2.0,0,12.0,30,482,,EFIX,12.0,,237.48054657171392,,394.9341843902601,,818.186415189106,study,True,False,454,screen,3.0,303,3,1100.0,1380.0,260.0,,1044.9,650.0,210.0,650.0,,419.0,True,True,False
35,1,2.0,0,12.0,22,504,obj1end,ESACC,12.0,138.30723046898166,238.3516100218331,496.5006445111627,394.85122514689,759.532020391504,818.0290276023217,study,True,False,484,screen,3.0,303,3,1100.0,1380.0,260.0,1012.0,1044.5,650.0,210.0,650.0,543.3,418.2,True,True,False
36,1,2.0,0,12.0,98,602,,EFIX,12.0,,128.69724161768193,,510.3439820356463,,753.728717775832,study,True,False,506,obj1start,3.0,303,3,1100.0,1380.0,260.0,,1008.3,650.0,210.0,650.0,,559.7,True,True,False
37,1,2.0,0,12.0,52,654,obj3end,ESACC,12.0,1003.7449576461145,132.11782620070613,1360.123501745338,512.2959301029044,163.97542498801457,750.1887229224391,study,True,False,604,obj1start,3.0,303,3,1100.0,1380.0,260.0,96.3,1004.6,650.0,210.0,650.0,659.5,558.6,True,True,False
38,1,2.0,0,12.0,230,884,,EFIX,12.0,,1014.9674379013348,,1371.4222179912356,,175.29090107589727,study,True,False,656,obj3start,3.0,303,3,1100.0,1380.0,260.0,,85.1,650.0,210.0,650.0,,661.7,True,True,False
39,1,2.0,0,12.0,16,900,screen,ESACC,12.0,1060.2175484305096,1009.0000049554014,1408.6891956709258,1362.0605750112584,220.28447516790644,169.00002958579623,study,True,False,886,obj3start,3.0,303,3,1100.0,1380.0,260.0,39.8,91.0,650.0,210.0,650.0,643.9,650.1,True,True,False
40,1,2.0,0,12.0,960,1860,,EFIX,12.0,,1073.7559545818592,,1417.7672058557428,,234.31570583296374,study,True,False,902,screen,3.0,303,3,1100.0,1380.0,260.0,,26.4,650.0,210.0,650.0,,631.7,True,True,False
41,1,2.0,0,12.0,52,1912,obj1end,ESACC,12.0,132.47928139901728,1082.5903426504415,549.2966047592139,1425.5812323399884,724.9708683802405,243.24853545293956,study,True,False,1862,screen,3.0,303,3,1100.0,1380.0,260.0,982.4,17.6,650.0,210.0,650.0,589.0,629.7,True,True,False
42,1,2.0,0,12.0,194,2106,,EFIX,12.0,,141.0075884482817,,558.7943628921107,,714.1002310600383,study,True,False,1914,obj1start,3.0,303,3,1100.0,1380.0,260.0,,971.7,650.0,210.0,650.0,,591.5,True,True,False
43,1,2.0,0,12.0,18,2124,obj1end,ESACC,12.0,82.6056898766664,145.28472046295852,483.3794575693096,551.2419160404985,807.3262661402763,715.544303310424,study,True,False,2108,obj1start,3.0,303,3,1100.0,1380.0,260.0,1063.9,972.2,650.0,210.0,650.0,575.7,580.9,True,True,False
44,1,2.0,0,12.0,64,2188,,EFIX,12.0,,81.08230386465347,,469.9599344625028,,823.4502656505736,study,True,False,2126,obj1start,3.0,303,3,1100.0,1380.0,260.0,,1079.7,650.0,210.0,650.0,,571.5,True,True,False
45,1,2.0,0,12.0,10,2198,obj1end,ESACC,12.0,63.20957205993404,81.14628765384151,503.79703254386084,483.08251883089287,802.7524213604092,808.7377325190164,study,True,False,2190,obj1start,3.0,303,3,1100.0,1380.0,260.0,1061.2,1065.4,650.0,210.0,650.0,600.1,576.6,True,True,False
46,1,2.0,0,12.0,228,2426,,EFIX,12.0,,62.890778338322384,,494.6061564517773,,811.3662859646067,study,True,False,2200,obj1start,3.0,303,3,1100.0,1380.0,260.0,,1069.5,650.0,210.0,650.0,,595.0,True,True,False
47,1,2.0,0,12.0,10,2436,obj1end,ESACC,12.0,51.20595668474516,66.61786547165862,510.0020097999614,492.36362578890817,806.8048400945548,810.6281144890054,study,True,False,2428,obj1start,3.0,303,3,1100.0,1380.0,260.0,1065.9,1068.5,650.0,210.0,650.0,611.8,591.3,True,True,False
48,1,2.0,0,12.0,340,2776,,EFIX,12.0,,52.86000378357912,,505.2941519550766,,809.4060661991606,study,True,False,2438,obj1start,3.0,303,3,1100.0,1380.0,260.0,,1068.3,650.0,210.0,650.0,,607.7,True,True,False
49,1,2.0,0,12.0,10,2786,obj1end,ESACC,12.0,45.94191985540002,60.07403765354878,519.6139528534623,500.25682404141173,803.984241139091,808.2480374241561,study,True,False,2778,obj1start,3.0,303,3,1100.0,1380.0,260.0,1063.5,1066.7,650.0,210.0,650.0,622.1,600.0,True,True,False
50,1,2.0,0,12.0,40,2826,,EFIX,12.0,,43.57338637287677,,518.9322113725452,,806.2522186015985,study,True,False,2788,obj1start,3.0,303,3,1100.0,1380.0,260.0,,1065.8,650.0,210.0,650.0,,623.0,True,True,False
51,1,2.0,0,12.0,54,2880,obj3end,ESACC,12.0,975.8464274669452,49.02091390416946,1321.9970688318488,526.6298985055823,137.97191743249783,797.5581796960018,study,True,False,2828,obj1start,3.0,303,3,1100.0,1380.0,260.0,124.5,1057.2,650.0,210.0,650.0,624.0,626.1,True,True,False
52,1,2.0,0,12.0,370,3250,,EFIX,12.0,,975.9548042814279,,1323.350210639648,,137.52010762066757,study,True,False,2882,obj3start,3.0,303,3,1100.0,1380.0,260.0,,124.3,650.0,210.0,650.0,,627.7,True,True,False
53,1,2.0,0,12.0,66,3316,obj2end,ESACC,12.0,573.7333875590647,972.6399642210883,54.12947441089737,1322.1605424455836,1254.3436530711988,133.5234061878291,study,True,False,3252,obj3start,3.0,303,3,1100.0,1380.0,260.0,1420.6,127.5,650.0,210.0,650.0,174.2,633.5,True,True,False
54,1,2.0,0,12.0,698,4014,,EFIX,12.0,,555.0151799725842,,33.494029318671075,,1229.9470923580411,study,True,False,3318,obj2start,3.0,303,3,1100.0,1380.0,260.0,,1397.1,650.0,210.0,650.0,,181.2,True,True,False
55,1,2.0,1,11.0,214,216,,EFIX,11.0,,188.89269440610983,,307.3051415124713,,751.1141391293336,study,True,False,4,screen,4.0,303,4,1100.0,820.0,1660.0,,924.2,430.0,210.0,650.0,,499.1,True,True,True
56,1,2.0,1,11.0,24,240,obj1end,ESACC,11.0,51.90038535502418,192.84008919309287,304.2000164365544,312.139872493086,651.7926434073954,751.8346227728542,study,True,False,218,screen,4.0,303,4,1100.0,820.0,1660.0,1058.6,922.3,430.0,210.0,650.0,398.7,504.9,True,True,True
57,1,2.0,1,11.0,156,396,,EFIX,11.0,,42.6254618743305,,317.7309081597193,,634.4390672081914,study,True,False,242,obj1start,4.0,303,4,1100.0,820.0,1660.0,,1080.3,430.0,210.0,650.0,,392.2,True,True,True
58,1,2.0,1,11.0,38,434,obj2end,ESACC,11.0,376.3940754050201,33.14407941095968,41.81506905411016,324.8361587015829,960.3772696185598,629.023473329891,study,True,False,398,obj1start,4.0,303,4,1100.0,820.0,1660.0,828.7,1081.8,430.0,210.0,650.0,169.1,402.3,True,True,True
59,1,2.0,1,11.0,320,754,,EFIX,11.0,,397.8179734501698,,51.8376311187153,,982.8444129159,study,True,False,436,obj2start,4.0,303,4,1100.0,820.0,1660.0,,808.3,430.0,210.0,650.0,,159.5,True,True,True
60,1,2.0,1,11.0,30,784,obj1end,ESACC,11.0,136.46380472491603,400.58069099745677,233.26887919308902,56.54104703664409,715.0764784273078,984.571424529475,study,True,False,756,obj2start,4.0,303,4,1100.0,820.0,1660.0,1029.1,809.2,430.0,210.0,650.0,313.4,154.5,True,True,True
61,1,2.0,1,11.0,296,1080,,EFIX,11.0,,99.91841672084277,,257.0130152346375,,694.7227432580569,study,True,False,786,obj1start,4.0,303,4,1100.0,820.0,1660.0,,1028.7,430.0,210.0,650.0,,360.0,True,True,True
62,1,2.0,1,11.0,20,1100,obj1end,ESACC,11.0,80.93559167634477,93.96600449098598,340.9847064019148,262.3082347163352,607.8211661335922,693.3380200162111,study,True,False,1082,obj1start,4.0,303,4,1100.0,820.0,1660.0,1128.9,1023.1,430.0,210.0,650.0,354.4,376.0,True,True,True
63,1,2.0,1,11.0,238,1338,,EFIX,11.0,,72.38929478866329,,344.6682607957976,,603.712025720873,study,True,False,1102,obj1start,4.0,303,4,1100.0,820.0,1660.0,,1128.6,430.0,210.0,650.0,,363.5,True,True,True
64,1,2.0,1,11.0,32,1370,screen,ESACC,11.0,278.5771885851388,62.376998965965,628.9874800025832,346.8470700467282,323.21084449628233,601.430702575118,study,True,False,1340,obj1start,4.0,303,4,1100.0,820.0,1660.0,1357.0,1126.0,430.0,210.0,650.0,537.5,373.3,True,True,True
65,1,2.0,1,11.0,206,1576,,EFIX,11.0,,291.5411634743883,,643.1113822659338,,310.9473428090357,study,True,False,1372,screen,4.0,303,4,1100.0,820.0,1660.0,,1365.2,430.0,210.0,650.0,,551.1,True,True,True
66,1,2.0,1,11.0,30,1606,obj3end,ESACC,11.0,593.6119018348604,294.4824952352856,935.9097659496882,645.7646165593158,37.29731893849745,307.8245279375898,study,True,False,1578,screen,4.0,303,4,1100.0,820.0,1660.0,1664.7,1368.7,430.0,210.0,650.0,613.0,550.5,True,True,True
67,1,2.0,1,11.0,294,1900,,EFIX,11.0,,608.2403801129944,,950.6694272984695,,35.501549261968854,study,True,False,1608,obj3start,4.0,303,4,1100.0,820.0,1660.0,,1678.0,430.0,210.0,650.0,,619.4,True,True,True
68,1,2.0,1,11.0,22,1922,obj3end,ESACC,11.0,472.538686246957,598.7192413811335,819.6321186971628,941.9366910785459,129.16969458816558,29.201541055225118,study,True,False,1902,obj3start,4.0,303,4,1100.0,820.0,1660.0,1540.9,1667.2,430.0,210.0,650.0,600.0,621.7,True,True,True
69,1,2.0,1,11.0,160,2082,,EFIX,11.0,,427.4420779474103,,776.975372840092,,174.9592238208663,study,True,False,1924,obj3start,4.0,303,4,1100.0,820.0,1660.0,,1492.7,430.0,210.0,650.0,,598.8,True,True,True
70,1,2.0,1,11.0,38,2120,obj1end,ESACC,11.0,43.493907619343645,429.4282361466232,345.7798721730343,780.4387291773775,603.5592100200279,175.19306493123523,study,True,False,2084,obj3start,4.0,303,4,1100.0,820.0,1660.0,1115.6,1489.0,430.0,210.0,650.0,389.4,611.9,True,True,True
71,1,2.0,1,11.0,180,2300,,EFIX,11.0,,58.80085033398751,,313.1605658444243,,636.0295118939057,study,True,False,2122,obj1start,4.0,303,4,1100.0,820.0,1660.0,,1087.7,430.0,210.0,650.0,,372.5,True,True,True
72,1,2.0,1,11.0,30,2330,obj2end,ESACC,11.0,303.2939992812255,60.829680255612054,57.0197334262446,309.9552387039135,892.1408240855253,639.2497555728903,study,True,False,2302,obj1start,4.0,303,4,1100.0,820.0,1660.0,874.3,1084.8,430.0,210.0,650.0,227.4,371.1,True,True,True
73,1,2.0,1,11.0,208,2538,,EFIX,11.0,,333.03876651224857,,25.589450951515136,,923.4883973283044,study,True,False,2332,obj2start,4.0,303,4,1100.0,820.0,1660.0,,844.9,430.0,210.0,650.0,,215.9,True,True,True
