,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,2.0,1,6.0,254,256,,EFIX,6.0,,468.76686103008603,,426.8095242611158,,148.15657258454652,study,False,False,4,obj3start,1.0,309,1,540.0,540.0,820.0,,966.1,650.0,430.0,430.0,,454.6,True,False,False
1,1,2.0,1,6.0,24,280,obj3end,ESACC,6.0,357.1160735671247,460.77461952672695,297.7916889370823,422.62187591273596,27.56610237229775,145.193835957316,study,False,False,258,obj3start,1.0,309,1,540.0,540.0,820.0,837.0,961.3,650.0,430.0,430.0,451.7,463.4,True,False,False
2,1,2.0,1,6.0,214,494,,EFIX,6.0,,319.7382992386117,,264.20556390810555,,40.651937223212364,study,False,False,282,obj3start,1.0,309,1,540.0,540.0,820.0,,801.7,650.0,430.0,430.0,,466.3,True,False,False
3,1,2.0,1,6.0,12,506,obj3end,ESACC,6.0,345.3230371695465,322.1550092734862,284.0844944730353,277.22887656230904,22.627416997969505,49.313791174477764,study,False,False,496,obj3start,1.0,309,1,540.0,540.0,820.0,823.2,812.9,650.0,430.0,430.0,452.4,478.8,True,False,False
4,1,2.0,1,6.0,108,614,,EFIX,6.0,,345.2940341216453,,282.6516760962156,,20.687435800504634,study,False,False,508,obj3start,1.0,309,1,540.0,540.0,820.0,,821.9,650.0,430.0,430.0,,450.6,True,False,False
5,1,2.0,1,6.0,34,648,obj2end,ESACC,6.0,259.00061775988104,338.40557028512404,41.198543663581134,273.95315292947447,268.3902382725572,21.408643114405915,study,False,False,616,obj3start,1.0,309,1,540.0,540.0,820.0,554.4,813.2,650.0,430.0,430.0,391.4,450.3,True,False,False
6,1,2.0,1,6.0,302,950,,EFIX,6.0,,244.81472586427472,,40.96644968751868,,315.0972072234218,study,False,False,650,obj2start,1.0,309,1,540.0,540.0,820.0,,505.7,650.0,430.0,430.0,,407.6,True,False,False
7,1,2.0,1,6.0,30,980,obj3end,ESACC,6.0,314.6112680753822,239.13103102692466,212.8385538383495,38.46621894597908,68.55836929215863,315.13750966839854,study,False,False,952,obj2start,1.0,309,1,540.0,540.0,820.0,752.5,505.3,650.0,430.0,430.0,418.0,413.4,True,False,False
8,1,2.0,1,6.0,496,1476,,EFIX,6.0,,322.0179498102551,,227.15536533394936,,53.66153184544772,study,False,False,982,obj3start,1.0,309,1,540.0,540.0,820.0,,767.0,650.0,430.0,430.0,,421.6,True,False,False
9,1,2.0,1,6.0,38,1514,obj1end,ESACC,6.0,77.01019413038767,319.6422062243971,181.7541471328784,218.90440836127536,380.76051528487034,62.9216973706209,study,False,False,1478,obj3start,1.0,309,1,540.0,540.0,820.0,480.1,758.5,650.0,430.0,430.0,601.6,416.7,True,False,False
10,1,2.0,1,6.0,270,1784,,EFIX,6.0,,85.430907755917,,202.9247151039025,,404.60652491031334,study,False,False,1516,obj1start,1.0,309,1,540.0,540.0,820.0,,461.2,650.0,430.0,430.0,,617.0,True,False,False
11,1,2.0,1,6.0,10,1794,obj1end,ESACC,6.0,102.24015845058146,84.56648272217545,226.55915342355954,211.80059017859233,431.48238666253803,410.6330356900185,study,False,False,1786,obj1start,1.0,309,1,540.0,540.0,820.0,439.2,459.0,650.0,430.0,430.0,632.9,625.7,True,False,False
