,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart
0,1,2.0,16.0,190,192,,EFIX,16.0,,766.2907607429441,,322.8893463711679,,164.69829993050934,study,4,obj3start,1.0,428,1,1660.0,1100.0,1100.0,,948.8,210.0,210.0,430.0,,495.3
1,1,2.0,16.0,26,218,screen,ESACC,16.0,759.4800129035655,761.8709864537434,234.76347671646027,319.3483990878927,200.93255087217696,160.27289228063495,study,194,obj3start,1.0,428,1,1660.0,1100.0,1100.0,914.2,952.8,210.0,210.0,430.0,353.5,493.4
2,1,2.0,16.0,34,252,,EFIX,16.0,,751.0745369136141,,216.03925569210793,,209.42053385472974,study,220,screen,1.0,428,1,1660.0,1100.0,1100.0,,918.0,210.0,210.0,430.0,,326.4
3,1,2.0,16.0,22,274,obj2end,ESACC,16.0,546.9202592700328,738.1317226620191,78.2928476937709,205.38364102332977,145.07160301037553,197.74336904179617,study,254,screen,1.0,428,1,1660.0,1100.0,1100.0,1118.4,931.2,210.0,210.0,430.0,286.1,327.0
4,1,2.0,16.0,182,456,,EFIX,16.0,,562.5595524031212,,69.92317212483997,,150.1107924168013,study,276,obj2start,1.0,428,1,1660.0,1100.0,1100.0,,1101.8,210.0,210.0,430.0,,279.9
5,1,2.0,16.0,18,474,obj2end,ESACC,16.0,572.600707299598,574.0903935792691,12.63210196285629,63.21218237017294,221.25905631182647,158.06258254248536,study,458,obj2start,1.0,428,1,1660.0,1100.0,1100.0,1087.4,1089.3,210.0,210.0,430.0,209.1,272.3
6,1,2.0,16.0,1188,1662,,EFIX,16.0,,594.9707387762865,,69.90121601231272,,284.0742508570603,study,476,obj2start,1.0,428,1,1660.0,1100.0,1100.0,,1068.3,210.0,210.0,430.0,,147.7
7,1,2.0,16.0,42,1704,obj1end,ESACC,16.0,49.80612412143716,592.4128712308672,513.04644039307,84.33866254571507,564.4578372208149,301.1129522288936,study,1664,obj2start,1.0,428,1,1660.0,1100.0,1100.0,1612.8,1073.0,210.0,210.0,430.0,194.1,130.1
8,1,2.0,16.0,664,2368,,EFIX,16.0,,45.365735968900495,,515.4668272546742,,557.1840360240053,study,1706,obj1start,1.0,428,1,1660.0,1100.0,1100.0,,1615.4,210.0,210.0,430.0,,218.3
9,1,2.0,16.0,48,2416,obj2end,ESACC,16.0,564.2963494476994,48.512678755146105,57.11716029355801,514.013112673208,277.103536606807,553.2607703425211,study,2370,obj1start,1.0,428,1,1660.0,1100.0,1100.0,1098.6,1613.8,210.0,210.0,430.0,152.9,224.8
10,1,2.0,16.0,716,3132,,EFIX,16.0,,596.3422004185179,,70.3705904479989,,284.03524429197165,study,2418,obj2start,1.0,428,1,1660.0,1100.0,1100.0,,1066.9,210.0,210.0,430.0,,147.9
11,1,2.0,16.0,26,3158,obj3end,ESACC,16.0,527.6641450771505,588.7932404503299,119.25372111594672,61.10220945268674,117.76862909960356,276.4443524472873,study,3134,obj2start,1.0,428,1,1660.0,1100.0,1100.0,1144.1,1073.8,210.0,210.0,430.0,320.8,154.8
12,1,2.0,16.0,622,3780,,EFIX,16.0,,564.1793331911405,,162.56174211664933,,61.72778952789421,study,3160,obj3start,1.0,428,1,1660.0,1100.0,1100.0,,1119.4,210.0,210.0,430.0,,371.4
13,1,2.0,16.0,28,3808,obj2end,ESACC,16.0,561.77416280922,577.3420649840094,20.54774926847221,169.69342945441346,199.5049122202258,51.14547878356403,study,3782,obj3start,1.0,428,1,1660.0,1100.0,1100.0,1098.6,1108.1,210.0,210.0,430.0,230.5,379.5
14,1,2.0,16.0,208,4016,,EFIX,16.0,,580.3777562932611,,22.412942689437237,,230.396050313368,study,3810,obj2start,1.0,428,1,1660.0,1100.0,1100.0,,1079.7,210.0,210.0,430.0,,200.5
15,1,2.0,1.0,208,210,,EFIX,1.0,,729.7240711392218,,784.9950445703463,,129.88156143194462,study,4,obj3start,2.0,428,2,260.0,1660.0,820.0,,930.1,210.0,210.0,430.0,,498.9
16,1,2.0,1.0,24,234,obj3end,ESACC,1.0,623.2635477869694,731.6811122340114,830.5043347267972,783.7839306849817,41.73068415446839,131.8531379983047,study,212,obj3start,2.0,428,2,260.0,1660.0,820.0,852.4,931.8,210.0,210.0,430.0,403.7,499.9
17,1,2.0,1.0,204,438,,EFIX,1.0,,594.3501072600222,,856.931765078177,,32.43532025431534,study,236,obj3start,2.0,428,2,260.0,1660.0,820.0,,823.9,210.0,210.0,430.0,,397.8
18,1,2.0,1.0,46,484,screen,ESACC,1.0,233.6279520947783,589.8827171565548,1183.6815534593754,856.7856324659044,368.11142334896374,41.15361466505709,study,440,obj3start,2.0,428,2,260.0,1660.0,820.0,479.1,822.1,210.0,210.0,430.0,291.1,388.9
19,1,2.0,1.0,22,506,,EFIX,1.0,,198.49231723167523,,1219.1961286027774,,403.2359110991976,study,486,screen,2.0,428,2,260.0,1660.0,820.0,,443.2,210.0,210.0,430.0,,286.4
20,1,2.0,1.0,22,528,obj1end,ESACC,1.0,9.430270409696654,169.12495380634994,1394.7218109716362,1248.5204243423493,593.9031318321196,432.94716767753545,study,508,obj1start,2.0,428,2,260.0,1660.0,820.0,265.3,413.5,210.0,210.0,430.0,217.8,281.0
21,1,2.0,1.0,528,1056,,EFIX,1.0,,57.25032750998024,,1451.811833537666,,658.7727984669677,study,530,obj1start,2.0,428,2,260.0,1660.0,820.0,,208.4,210.0,210.0,430.0,,185.2
22,1,2.0,1.0,44,1100,screen,ESACC,1.0,440.76689984616587,65.44532068834258,969.2035183592764,1455.720814579499,190.28257933925534,666.0473631807275,study,1058,obj1start,2.0,428,2,260.0,1660.0,820.0,693.9,204.7,210.0,210.0,430.0,287.5,175.0
23,1,2.0,1.0,140,1240,,EFIX,1.0,,462.3445684768017,,955.7627843769603,,158.5638672585908,study,1102,obj3start,2.0,428,2,260.0,1660.0,820.0,,710.1,210.0,210.0,430.0,,315.7
24,1,2.0,1.0,18,1258,obj3end,ESACC,1.0,543.5982523886552,470.24105520466844,885.4936815133127,948.6024720608733,87.94918987688287,151.5343195451116,study,1242,obj3start,2.0,428,2,260.0,1660.0,820.0,785.5,717.6,210.0,210.0,430.0,349.1,318.3
25,1,2.0,1.0,282,1540,,EFIX,1.0,,550.1050445142273,,884.926867034785,,74.07806692942252,study,1260,obj3start,2.0,428,2,260.0,1660.0,820.0,,788.4,210.0,210.0,430.0,,363.0
