SUBID,PIC,CONDITION,B_BT1 dist,B_R dist,BT1_R dist,B_BT2 dist,BT1_BT2 dist,BT2_R dist,ErrorD1-3,ErrorD2-3,ErrorD1-2,T1bias-accuracy,T2bias-accuracy,B_pract,280pix,Day1mem_RR,Day2mem_RR,Day3mem_RR,ConSuccess_RR,Day-3R,RC Day1mem,Day-2T1,Day-3T1,NR Day1mem,t1biasdiff_RR,t2biasdiff_RR,r order,t2worset3,ridworset3
403,107,3,111.018,0,0,46.09772,89.05055,0,-64.92029,0,0,42.95283,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,137,3,117.7455,0,0,255.0314,152.1217,0,137.2859,0,0,-102.9097,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,116,3,127.2635,0,0,137.2443,39.39543,0,9.980802,0,0,-97.84888,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,144,3,132.7403,0,0,300.6659,416.7733,0,167.9256,0,0,116.1074,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,128,3,146.7004,0,0,509.2131,362.581,0,362.5127,0,0,-146.6321,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,42,3,164.56,0,0,230.3411,367.5609,0,65.78103,0,0,137.2198,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,69,3,195.1128,0,0,82.0061,250.2878,0,-113.1067,0,0,168.2817,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,175,3,223.1815,0,0,340.711,137.3536,0,117.5295,0,0,-203.3575,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,155,3,231.7671,0,0,187.9255,92,0,-43.84161,0,0,-95.92552,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,35,3,304.3846,0,0,504.0992,256.6281,0,199.7146,0,0,-247.4711,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,102,3,344.1758,0,0,364.7931,438.2659,0,20.61726,0,0,73.47281,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,26,3,359.2464,0,0,368.897,385.405,0,9.650571,0,0,16.50798,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,168,3,419.3578,0,0,274.8381,341.2287,0,-144.5197,0,0,66.39053,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,78,3,424.5244,0,0,364.6601,235.9152,0,-59.86432,0,0,-128.7449,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,146,3,504.4373,0,0,73.5527,451.9967,0,-430.8846,0,0,378.444,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,95,1,29.52965,134.0037,123,296.5569,319.8281,423.5339,267.0273,162.5532,104.4741,23.27117,126.977,6,1,1,2,0,0,0,0,7,0,0,0,0,77,0,1
404,29,1,33.30165,464.1821,489.0828,489.0041,514.389,27.313,455.7024,24.82201,430.8804,25.38487,-461.6911,2,1,1,0,0,0,5,0,0,0,0,0,13,131,0,0
404,32,1,44.04543,307.0147,351.0014,202.141,222.7846,306.4196,158.0956,-104.8736,262.9692,20.64361,104.2786,2,1,1,0,3,0,0,0,0,0,0,0,0,49,1,1
404,55,1,50.9902,76.92204,91.7878,694.1131,677.1034,622.8098,643.1229,617.1911,25.93184,-17.00971,-71.30334,2,1,1,2,0,0,0,0,7,0,0,0,0,103,0,0
404,44,1,59.48109,54.08327,38.8973,378.1693,357.0014,330.0258,318.6882,324.086,-5.39782,-21.16787,-48.14352,6,1,1,2,0,0,0,0,7,0,0,0,0,98,0,0
404,2,1,69.02898,54,55.10898,69.64194,7.81025,61.40033,0.612962,15.64194,-15.02898,-61.83169,-8.241616,2,1,1,2,3,4,5,0,7,8,0,12,0,126,0,0
404,152,1,74.33034,93.00538,19.10497,53.15073,102.1763,116.7262,-21.17961,-39.85465,18.67503,49.02559,63.57545,2,1,1,2,3,4,5,0,7,8,0,0,0,30,1,1
404,148,1,81.3941,68.942,26.90725,73.34848,10.81665,16.64332,-8.04562,4.406479,-12.4521,-62.53183,-56.70517,2,1,1,2,3,4,5,0,7,8,0,12,0,43,0,0
404,30,1,93.0215,39.62323,76.05919,39.11521,80.05623,4,-53.90629,-0.5080111,-53.39828,40.94102,-35.11521,5,1,1,2,3,4,5,0,7,8,0,0,0,61,1,0
404,131,1,94.02127,94.17537,16.27882,57.42822,67.00746,57.48913,-36.59306,-36.74715,0.1540941,9.579246,0.06091335,2,1,1,2,3,4,5,0,7,8,0,0,0,79,1,1
404,115,1,98.95454,468.9147,518.869,161.5488,66.70832,578.2499,62.59422,-307.366,369.9602,-94.84043,416.7012,2,1,1,0,3,0,0,0,0,8,0,12,0,15,1,1
404,16,1,109.5536,173.5569,139.4417,292.515,288.3904,426.0293,182.9613,118.958,64.00327,-4.124596,133.5144,12,1,1,2,0,0,0,0,7,0,0,0,0,72,0,1
404,140,1,119.8207,242.0764,206.7849,319.5309,286.1416,80.50466,199.7102,77.45447,122.2557,-33.38933,-239.0262,3,1,1,0,0,0,5,0,0,0,0,12,13,121,0,0
404,27,1,124.908,315.9304,365.7239,375.9362,478.1736,223.2219,251.0282,60.00579,191.0224,102.2374,-152.7143,5,1,1,0,0,0,0,0,0,0,0,0,13,5,0,0
404,121,1,135.0704,134.7368,107.2287,133.7199,3,104.2353,-1.350496,-1.016924,-0.3335716,-130.7199,-29.48455,3,1,1,2,3,4,5,0,7,8,0,12,0,65,1,0
404,125,1,152.2662,79.07591,99.12618,95.25755,75.13322,86.88498,-57.00867,16.18163,-73.1903,-20.12433,-8.372564,3,1,0,2,3,4,5,0,7,8,0,0,0,111,0,0
404,180,1,165.6412,118.1059,75.17978,417.2349,273.4849,299.1354,251.5938,299.1291,-47.53529,-143.75,-118.0995,2,1,0,2,0,0,0,0,7,0,0,12,13,119,0,0
404,36,1,167.6932,171.8982,6.324555,179.6719,14.31782,15,11.97875,7.773698,4.205054,-165.3541,-164.6719,5,1,0,2,3,4,5,0,7,8,0,12,13,97,0,0
404,84,1,185.054,684.3077,530.9614,241.4063,71.17584,527.3272,56.35225,-442.9014,499.2536,-170.2305,285.9209,2,1,0,0,0,0,0,0,0,8,0,12,0,44,1,1
404,93,1,199.6196,151.9539,72.01389,159.8906,48.01042,26.1725,-39.72905,7.936647,-47.6657,-111.8802,-133.7181,2,1,0,2,3,4,5,0,7,8,0,12,13,60,0,0
404,143,1,221.9234,105.0048,192.1666,577.1698,355.8441,526.7722,355.2464,472.1651,-116.9186,-221.3258,-50.39757,2,1,0,2,0,0,0,0,0,0,0,12,0,92,0,0
404,101,1,250.2659,288.118,42.10701,323.427,105.2331,107.8378,73.1611,35.30893,37.85217,-218.1939,-215.5891,2,1,0,0,0,0,5,0,7,8,0,12,13,48,0,0
404,106,1,259.85,198.6353,266.507,186.6253,270.845,15.65248,-73.22466,-12.01005,-61.21461,84.21968,-170.9728,6,1,0,2,3,4,5,0,0,0,0,0,13,145,1,0
404,85,1,276.3838,178.9413,110.0182,435.2712,602.0075,561.164,158.8874,256.3298,-97.44246,166.7363,125.8928,7,1,0,2,0,0,0,0,7,0,0,0,0,104,0,1
404,62,1,285.9108,162.2621,145.8012,144.5856,154.2077,19.64688,-141.3252,-17.67652,-123.6487,9.622037,-124.9387,8,0,0,2,3,4,5,0,0,8,0,0,13,1,1,0
404,91,1,314.8206,668.9073,444.3253,634.555,424.4385,43.73786,319.7344,-34.35236,354.0867,-210.1165,-590.8171,4,0,0,0,0,0,5,0,0,0,0,12,13,16,1,0
404,76,1,347.1311,444.3467,130.1384,471.2218,161.0279,217.0576,124.0907,26.8751,97.21561,-310.1939,-254.1642,4,0,0,0,0,0,0,0,7,8,0,12,13,63,0,0
404,72,1,399.2994,357.4535,596.3128,411.4329,210.0214,464.0884,12.13348,53.97937,-41.84589,-201.4114,52.65549,2,0,0,0,0,4,0,0,0,0,0,12,0,12,0,1
404,74,1,492.448,516.792,31.82766,499.1192,105,129.0659,6.671257,-17.6728,24.34406,-394.1192,-370.0533,8,0,0,0,0,4,0,0,7,8,0,12,13,134,1,0
404,172,1,562.4411,160.5148,516.0242,166.9042,494.0091,22.09072,-395.5369,6.389367,-401.9263,327.1049,-144.8134,4,0,0,2,3,4,5,0,0,0,0,0,13,22,0,0
404,64,1,26.07681,495.1464,513.858,473.5103,497.7429,193.7473,447.4335,-21.63615,469.0696,24.23261,-279.763,6,1,1,0,0,0,0,0,0,0,0,0,13,132,1,0
404,153,1,36.13862,422.6405,457.9574,363.5217,394.7278,141.9049,327.383,-59.11885,386.5019,31.20609,-221.6168,3,1,1,0,0,0,0,0,0,0,0,0,13,115,1,0
404,41,1,48,42.0119,6.082763,164.0549,134.1119,138.134,116.0549,122.043,-5.988097,-29.94298,-25.92088,2,1,1,2,3,0,0,0,7,8,0,12,0,90,0,0
404,104,1,51.1957,40.79216,10.44031,80.23092,29.15476,39.45884,29.03521,39.43876,-10.40355,-51.07616,-40.77208,2,1,1,2,3,4,5,0,7,8,0,12,0,130,0,0
404,5,1,58.0517,151.6476,103.0194,177.5641,130.0038,27.01851,119.5124,25.91646,93.59592,-47.56023,-150.5456,2,1,1,2,3,0,5,0,7,8,0,12,13,148,0,0
404,117,1,68.00735,66.70832,55.9017,33.61547,38.8973,39.84972,-34.39188,-33.09285,-1.299032,5.281828,6.234245,2,1,1,2,3,4,5,0,7,8,0,0,0,25,1,1
404,179,1,72.78049,103.7304,119.8541,112.1606,102.0049,39.84972,39.38011,8.430179,30.94993,-10.1557,-72.31088,2,1,1,2,3,4,5,0,7,8,0,0,13,7,0,0
404,25,1,78.74643,209.0383,148.054,244.5343,183.3303,35.69314,165.7878,35.49598,130.2918,-61.20395,-208.8411,2,1,1,2,0,0,5,0,0,8,0,12,13,26,0,0
404,111,1,87.84646,182.8497,95.90099,292.7695,206.6519,110.8873,204.9231,109.9199,95.00321,-86.11765,-181.8822,7,1,1,2,0,0,5,0,7,0,0,12,13,80,0,0
404,98,1,95.70789,99.46356,22.82542,49.09175,127.8828,138.0906,-46.61614,-50.37181,3.755672,78.79101,88.9988,2,1,1,2,3,4,0,0,7,8,0,0,0,51,1,1
404,122,1,99.64437,304.8032,401.7213,208.6648,224.9,422.838,109.0204,-96.13841,205.1588,16.23517,214.1732,7,1,1,0,3,0,0,0,0,0,0,0,0,143,1,1
404,126,1,109.4578,85.09407,129.0349,204.5336,95.18929,207.8485,95.07586,119.4396,-24.36369,-109.3443,3.314887,5,1,1,2,3,0,0,0,7,8,0,12,0,81,0,1
404,19,1,115.0043,124.0645,9.486833,108.2959,9.899495,16.49242,-6.708457,-15.76861,9.060152,-98.3964,-91.80347,2,1,1,2,3,4,5,0,7,8,0,12,13,142,1,0
404,68,1,120.3412,130.1153,182.2745,152.3975,35.73514,194.4865,32.05632,22.28217,9.774152,-116.6624,42.089,2,1,1,2,3,4,0,0,0,8,0,12,0,20,0,1
404,154,1,135.0926,205.7304,73.97973,110.6029,199.2511,272.3417,-24.48967,-95.12751,70.63785,88.6482,161.7388,2,1,1,2,3,4,0,0,7,8,0,0,0,125,1,1
404,119,1,152.7121,160.4307,32.75668,132.2309,20.59126,39.35734,-20.48129,-28.19981,7.718523,-111.6396,-92.87352,3,1,0,2,3,4,5,0,7,8,0,12,13,2,1,0
404,151,1,158.0032,60.00833,105.9906,335.0731,177.1017,281.7108,177.07,275.0648,-97.99483,-157.9715,-53.36228,4,1,0,2,0,0,0,0,7,8,0,12,0,3,0,0
404,170,1,181.945,43.01163,171.2133,104.4462,99.50377,116.4002,-77.49889,61.43453,-138.9334,-4.94239,11.95401,6,1,0,2,3,4,5,0,0,8,0,0,0,47,0,1
404,97,1,189.4756,55.71355,154.6254,133.5403,319.0893,185.1729,-55.93534,77.8267,-133.762,185.5491,51.63264,3,1,0,2,3,4,0,0,0,0,0,0,0,85,0,1
404,54,1,197.8737,193.4994,306.0065,184.6294,297.0421,9.486833,-13.24434,-8.869996,-4.374343,112.4127,-175.1425,6,1,0,2,3,4,5,0,0,0,0,0,13,62,1,0
404,26,1,222.6499,259.8961,195.0205,112.641,176.9209,298.6135,-110.0089,-147.2551,37.24618,64.27986,185.9724,2,1,0,0,3,4,0,0,0,8,0,0,0,139,1,1
404,137,1,239.3763,337.664,370.1297,311.3535,292.0616,90.19978,71.97722,-26.31054,98.28776,-19.29186,-221.1537,6,1,0,0,0,0,5,0,0,0,0,0,13,50,1,0
404,3,1,262.8003,161.5488,112.2943,153.3949,109.444,40.1995,-109.4054,-8.153839,-101.2516,-43.95087,-113.1954,2,1,0,2,3,4,5,0,7,8,0,12,13,123,1,0
404,38,1,284,505.5621,319.739,425.737,306.2352,116.7262,141.737,-79.82506,221.5621,-119.5018,-309.0108,6,0,0,0,0,0,5,0,0,0,0,12,13,133,1,0
404,109,1,286.7141,356.9762,486.3589,328.562,469.9213,30.41381,41.84788,-28.41417,70.26205,141.3593,-298.1482,8,0,0,0,0,0,5,0,0,0,0,0,13,68,1,0
404,37,1,322.5787,176.4653,376.3841,328.256,30.80584,395.2164,5.677325,151.7907,-146.1134,-297.4502,66.9604,11,0,0,2,0,4,0,0,0,8,0,12,0,107,0,1
404,22,1,335.4519,370.9124,43.909,543.8106,216.0602,196.311,208.3587,172.8982,35.46045,-327.7505,-347.4997,2,0,0,0,0,0,0,0,7,0,0,12,13,34,0,0
404,71,1,353.1798,247.7761,572.2526,218.8264,496.2711,351.8011,-134.3534,-28.94969,-105.4037,277.4447,132.9747,2,0,0,0,3,4,0,0,0,0,0,0,0,45,1,1
404,59,1,432.487,53.15073,452.7472,75.89466,497.6635,102.7278,-356.5923,22.74393,-379.3363,421.7689,26.83313,6,0,0,2,3,4,5,0,0,0,0,0,0,122,0,1
404,155,1,644.0885,587.7015,68.06614,524.8285,559.3434,495.3908,-119.26,-62.87291,-56.38705,34.51482,-29.43779,9,0,0,0,0,4,0,0,7,0,0,0,0,31,1,0
404,89,1,27.58623,256.4937,268.9721,361.4374,375.3665,107.3778,333.8512,104.9437,228.9074,13.92908,-254.0596,2,1,1,0,0,0,5,0,0,0,0,0,13,55,0,0
404,6,1,33.10589,543.8024,556.3425,428.5989,439.1412,120.4409,395.493,-115.2035,510.6965,10.54233,-308.158,2,1,1,0,0,0,0,0,0,0,0,0,13,17,1,0
404,53,1,42.05948,107.7126,101.0792,100.2098,90.42677,12,58.1503,-7.502801,65.6531,-9.783014,-88.20978,2,1,1,2,3,0,5,0,7,8,0,0,13,88,1,0
404,156,1,51.15662,101.5332,86.09297,334.1811,335.0373,421.0012,283.0245,232.6478,50.37662,0.8562227,86.8201,2,1,1,2,0,0,0,0,7,0,0,0,0,56,0,1
404,145,1,62.26556,135.665,104.6614,135.3403,77.05842,76.02631,73.07475,-0.3247168,73.39947,-58.28189,-59.314,2,1,1,2,3,0,5,0,7,8,0,12,0,150,1,0
404,177,1,66.12866,123.8467,75.50497,364.549,305.0459,309.9323,298.4204,240.7024,57.71802,-59.50314,-54.61679,3,1,1,2,0,0,0,0,7,0,0,12,0,101,0,0
404,135,1,72.42237,261.5894,208.7774,248.421,243.877,431.2308,175.9986,-13.16836,189.167,-4.543995,182.8098,13,1,1,0,0,0,0,0,0,0,0,0,0,33,1,1
404,114,1,78.87332,475.7415,437.5763,82.73452,9.486833,428.1086,3.861199,-393.007,396.8682,-73.24768,345.3741,2,1,1,0,3,4,0,0,0,8,0,12,0,86,1,1
404,158,1,87.23531,283.9172,201.2486,222.2993,300.2815,501.5277,135.064,-61.61789,196.6819,77.98219,279.2283,2,1,1,0,3,0,0,0,0,0,0,0,0,137,1,1
404,160,1,94.41398,82.5409,135.1481,124.0363,180.8674,46.32494,29.6223,41.49539,-11.87308,56.83107,-77.71135,4,1,1,2,3,4,5,0,7,8,0,0,13,58,0,0
404,162,1,99.18165,20.51828,87.5557,18.35756,90.55385,31.40064,-80.82409,-2.160725,-78.66337,72.19629,13.04308,12,1,1,2,3,4,5,0,7,8,0,0,0,53,1,1
404,96,1,110.2905,313.1022,203.6296,298.0067,188.2658,16.15549,187.7162,-15.09551,202.8117,-109.7409,-281.8512,3,1,1,0,0,0,5,0,0,8,0,12,13,94,1,0
404,9,1,117.3371,148.5564,33.24154,151.5289,104.561,123.1666,34.19175,2.972489,31.21927,-46.96789,-28.36232,2,1,1,2,3,4,0,0,7,8,0,12,0,78,0,0
404,132,1,123.9758,143.5618,26.68333,118.2582,92.91394,86.97701,-5.717612,-25.30364,19.58603,-25.34425,-31.28118,3,1,1,2,3,4,5,0,7,8,0,0,0,135,1,0
404,24,1,138.6542,136.2131,50.56679,146.4855,46.87217,12,7.831248,10.27243,-2.441178,-99.61333,-134.4855,4,1,1,2,3,4,5,0,7,8,0,12,13,21,0,0
404,78,1,140.7302,462.8056,364.4448,417.6422,283.1431,195.9235,276.912,-45.16338,322.0753,-134.4991,-221.7187,2,1,0,0,0,0,0,0,0,0,0,12,13,73,1,0
404,110,1,155.3609,132.8232,33.54102,162.7421,10.29563,43.82921,7.381257,29.91894,-22.53768,-152.4465,-118.9129,4,1,0,2,3,4,5,0,7,8,0,12,13,83,0,0
404,67,1,182.784,448.5588,306.4914,467.8654,316.0253,37,285.0813,19.30656,265.7748,-151.84,-430.8654,2,1,0,0,0,0,5,0,0,0,0,12,13,141,0,0
404,31,1,195.3586,431.5113,427.6038,561.4846,525.1476,141.3542,366.126,129.9733,236.1527,-36.33704,-420.1305,12,1,0,0,0,0,0,0,0,0,0,12,13,74,0,0
404,45,1,209.6783,402.8747,208.2907,247.6812,323.8966,412.2354,38.00292,-155.1934,193.1963,76.21534,164.5541,2,1,0,0,0,4,0,0,0,0,0,0,0,127,1,1
404,52,1,226.1415,463.6432,578.4263,194.1803,108.0463,620.9485,-31.96122,-269.4629,237.5016,-86.13404,426.7681,7,1,0,0,3,4,0,0,0,8,0,12,0,67,1,1
404,33,1,243.9775,458.5564,230.4626,480.6184,358.5875,475.4324,236.6409,22.06192,214.579,-122.0308,-5.185917,6,1,0,0,0,0,0,0,0,0,0,12,0,140,0,0
404,175,1,262.9924,300.1933,107.912,180.0805,442.676,469,-82.91186,-120.1127,37.20088,262.5954,288.9195,3,1,0,0,3,4,0,0,7,0,0,0,0,76,1,1
404,13,1,273.2471,261.2317,14.21267,268.4958,27.16616,20,-4.751331,7.264112,-12.01544,-241.3297,-248.4958,9,1,0,0,0,4,5,0,7,8,0,12,13,102,0,0
404,159,1,312,312.0785,36.67424,234.2008,475.464,459.1568,-77.79923,-77.87775,0.07851576,241.2632,224.9561,3,0,0,0,3,4,0,0,7,0,0,0,0,69,1,1
404,60,1,318.3284,476.5386,272.4151,253.939,245.5891,243.1872,-64.38948,-222.5996,158.2101,-8.349881,-10.7518,3,0,0,0,0,4,0,0,0,0,0,0,0,8,1,0
404,46,1,337.3796,492.3099,333.3977,516.9458,432.0046,122.45,179.5662,24.63598,154.9303,-84.94121,-394.4958,3,0,0,0,0,0,0,0,0,0,0,12,13,46,0,0
404,34,1,405.3764,459.3082,251.8134,327.0978,424.1568,620.7455,-78.27852,-132.2103,53.93181,97.05897,293.6477,10,0,0,0,0,4,0,0,0,0,0,0,0,18,1,1
404,157,1,466.5029,476.7148,11.04536,368.4617,567.6346,572.7451,-98.04128,-108.2531,10.21185,199.1729,204.2835,10,0,0,0,0,4,0,0,7,0,0,0,0,91,1,1
404,105,1,603.1758,575.1252,118.8276,572.2526,114.2716,5.830952,-30.9232,-2.872637,-28.05056,-457.981,-566.4216,5,0,0,0,0,4,5,0,7,8,0,12,13,120,1,0
404,136,1,17.80449,143.014,129.3136,106.5317,101.9804,79.30952,88.72719,-36.4823,125.2095,-4.551295,-27.22217,2,1,1,2,3,0,5,0,7,8,0,0,0,146,1,0
404,65,1,32.98485,216.7602,217.9381,416.3676,388.3529,349.5211,383.3828,199.6074,183.7754,-28.01469,-66.84653,2,1,1,2,0,0,0,0,0,0,0,12,0,6,0,0
404,99,1,45.65085,95.07891,50,120.075,77.16217,30.36445,74.42413,24.99606,49.42807,-42.91281,-89.71052,2,1,1,2,3,0,5,0,7,8,0,12,13,70,0,0
404,120,1,52.61179,97.04638,104.6231,5.385165,47.38143,95.33625,-47.22662,-91.66122,44.43459,41.99627,89.95108,2,1,1,2,3,4,5,0,7,8,0,0,0,27,1,1
404,112,1,63.03174,416.3904,368.0869,428.2628,403.2791,187.6006,365.231,11.87233,353.3587,-24.98371,-240.6621,2,1,1,0,0,0,0,0,0,0,0,0,13,105,0,0
404,127,1,68,541.7767,533.076,171.9913,224.1183,462.624,103.9913,-369.7854,473.7767,52.12699,290.6328,2,1,1,0,3,0,0,0,0,0,0,0,0,9,1,1
404,81,1,74.33034,82.32861,47.29693,91.5478,64.7611,17.46425,17.21746,9.219192,7.998266,-26.7867,-74.08355,7,1,1,2,3,4,5,0,7,8,0,0,13,42,0,0
404,149,1,82.37718,63.03174,24.75884,61.03278,26.24881,2,-21.3444,-1.99896,-19.34544,-34.78397,-59.03278,2,1,1,2,3,4,5,0,7,8,0,12,0,110,1,0
404,134,1,90.25519,282.016,310.9228,353.136,425.3387,221.1832,262.8808,71.11999,191.7608,72.20274,-131.9528,5,1,1,0,0,0,0,0,0,0,0,0,13,38,0,0
404,144,1,94.79451,314.2388,392.902,228.6744,311.0402,87.00575,133.8799,-85.56432,219.4442,82.36575,-141.6687,2,1,1,0,3,0,5,0,0,0,0,0,13,147,1,0
404,80,1,104.4031,300.2416,199.1607,45.35416,87.36704,286,-59.0489,-254.8874,195.8385,42.01288,240.6458,2,1,1,0,3,4,0,0,0,8,0,0,0,28,1,1
404,7,1,108.0046,117.0342,27.313,189.6128,114.5862,88.36289,81.60813,72.57858,9.029554,-75.02655,-101.2499,2,1,1,2,3,0,5,0,7,8,0,12,13,99,0,0
404,169,1,120.1041,164.5387,75.15318,169.4019,107.2007,41.23106,49.29777,4.86314,44.43463,-62.20114,-128.1708,2,1,1,2,3,0,5,0,7,8,0,12,13,41,0,0
404,142,1,130.8625,230.1065,179.7443,186.2713,205.2949,107.3778,55.40878,-43.83519,99.24397,19.0236,-78.89347,2,1,1,0,3,0,5,0,0,8,0,0,13,109,1,0
404,51,1,139.9035,160.4494,24.59675,266.7171,384.4438,396.3761,126.8135,106.2677,20.54583,117.7267,129.659,3,1,1,2,0,0,0,0,7,0,0,0,0,149,0,1
404,166,1,142.088,526.8558,459.0098,68.47627,210.0905,576.3506,-73.61173,-458.3795,384.7678,141.6142,507.8743,5,1,0,0,3,4,0,0,0,0,0,0,0,40,1,1
404,50,1,157.9177,239.2008,141.0142,349.7213,195.3177,168.8076,191.8036,110.5206,81.28305,-154.4036,-180.9137,2,1,0,0,0,0,0,0,0,8,0,12,13,116,0,0
404,86,1,173.9684,196.1479,22.2036,184.4397,15,15.6205,10.4713,-11.70821,22.17952,-169.4397,-168.8192,4,1,0,2,3,4,5,0,7,8,0,12,13,11,1,0
404,28,1,186.1317,273.1227,323.0371,652.24,533.1754,492.062,466.1083,379.1173,86.99101,-119.0646,-160.178,2,1,0,0,0,0,0,0,0,0,0,12,13,64,0,0
404,165,1,203.0616,369.7743,190.7066,495.9244,324.1373,133.4541,292.8628,126.1501,166.7127,-171.7871,-362.4703,7,1,0,0,0,0,0,0,0,0,0,12,13,75,0,0
404,15,1,218.0023,562.1503,379.6841,389.3905,299.0552,602.8283,171.3883,-172.7598,344.148,-90.33537,213.4378,8,1,0,0,0,0,0,0,0,0,0,12,0,37,1,1
404,94,1,239.9208,179.4937,105.2616,258.6832,73.02739,84.29116,18.76238,79.18947,-60.42709,-185.6558,-174.392,6,1,0,2,0,4,5,0,7,8,0,12,13,114,0,0
404,167,1,263.0076,317.8191,198.6454,363.9176,268.6727,70.06426,100.91,46.09844,54.81153,-95.24491,-293.8533,3,1,0,0,0,0,5,0,0,0,0,12,13,93,0,0
404,128,1,282.4535,451.5185,169.3074,46.14109,322.0761,490.2,-236.3124,-405.3775,169.065,275.935,444.0589,2,0,0,0,3,4,0,0,0,0,0,0,0,59,1,1
404,87,1,302.7689,311.4113,74.04053,279.5943,50.69517,40.49691,-23.17454,-31.81695,8.642415,-228.8992,-239.0974,3,0,0,0,0,4,5,0,7,8,0,12,13,129,1,0
404,161,1,325.2691,290.193,119.5492,254.8038,139.23,37.53665,-70.46527,-35.38919,-35.07608,-115.5738,-217.2672,3,0,0,0,0,4,5,0,7,8,0,12,13,138,1,0
404,138,1,339.8603,469.4188,330.9637,434.4122,96.42095,325.5764,94.55198,-35.00654,129.5585,-337.9913,-108.8358,8,0,0,0,0,0,0,0,0,8,0,12,13,35,1,0
404,174,1,401.1708,284.424,559.7008,264.8849,531.686,28.01785,-136.2859,-19.5391,-116.7468,266.8011,-236.867,11,0,0,0,0,4,5,0,0,0,0,0,13,10,1,0
404,21,1,472.8224,409.684,306.1046,312.618,362.2278,116.056,-160.2044,-97.06605,-63.13835,49.60985,-196.562,3,0,0,0,0,4,5,0,0,0,0,0,13,84,1,0
404,47,1,551.0944,456.3551,204.4627,464.6655,212.4735,13.34166,-86.42889,8.310346,-94.73924,-252.1919,-451.3238,2,0,0,0,0,4,5,0,0,0,0,12,13,39,0,0
404,82,2,12.08305,0,0,11.18034,7.81025,0,-0.9027061,0,0,-3.37009,0,2,1,0,0,0,0,0,6,0,0,0,0,0,117,0,0
404,57,2,39.59798,0,0,115.9655,155.5635,0,76.36753,0,0,39.59798,0,2,1,0,0,0,0,0,6,0,0,0,0,0,57,0,0
404,88,2,44.18144,0,0,44.28318,23.34524,0,0.1017356,0,0,-20.93794,0,2,1,0,0,0,0,0,6,0,0,0,0,0,128,0,0
404,73,2,54.91812,0,0,60.29925,17.08801,0,5.381133,0,0,-43.21125,0,2,1,0,0,0,0,0,6,0,0,0,0,0,89,0,0
404,171,2,62.36185,0,0,48.76474,18.02776,0,-13.59711,0,0,-30.73698,0,8,1,0,0,0,0,0,6,0,0,0,0,0,4,0,0
404,123,2,68.96376,0,0,262.0916,316.291,0,193.1278,0,0,54.19942,0,2,1,0,0,0,0,0,6,0,0,0,0,0,96,0,0
404,164,2,76.6094,0,0,525.9601,449.6943,0,449.3507,0,0,-76.26573,0,2,1,0,0,0,0,0,6,0,0,0,0,0,113,0,0
404,168,2,79.25907,0,0,55.00909,94.53042,0,-24.24998,0,0,39.52133,0,2,1,0,0,0,0,0,6,0,0,0,0,0,87,0,0
404,141,2,88.76936,0,0,161.0124,121.5936,0,72.24306,0,0,-39.41884,0,2,1,0,0,0,0,0,6,0,0,0,0,0,71,0,0
404,92,2,94.84725,0,0,23.4094,99.63935,0,-71.43785,0,0,76.22995,0,4,1,0,0,0,0,0,6,0,0,0,0,0,36,0,0
404,1,2,100,0,0,248.5578,213.4409,0,148.5578,0,0,-35.11698,0,2,1,0,0,0,0,0,6,0,0,0,0,0,112,0,0
404,48,2,111.072,0,0,97.04638,15.65248,0,-14.02567,0,0,-81.3939,0,2,1,0,0,0,0,0,6,0,0,0,0,0,52,0,0
404,4,2,112.8716,0,0,420.0298,475.1431,0,307.1582,0,0,55.11338,0,6,1,0,0,0,0,0,6,0,0,0,0,0,54,0,0
404,129,2,128.1405,0,0,154.3535,72.00694,0,26.21294,0,0,-82.34655,0,2,1,0,0,0,0,0,6,0,0,0,0,0,32,0,0
404,163,2,140.2462,0,0,191.0026,265.3243,0,50.75641,0,0,74.32171,0,2,1,0,0,0,0,0,6,0,0,0,0,0,13,0,0
404,12,2,144.931,0,0,486.4669,382.3938,0,341.5358,0,0,-104.0731,0,3,1,0,0,0,0,0,0,0,0,0,0,0,144,0,0
404,103,2,157.1528,0,0,346.5977,264.4258,0,189.445,0,0,-82.17196,0,2,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0
