SUBID,PIC,CONDITION,B_BT1 dist,B_R dist,BT1_R dist,B_BT2 dist,BT1_BT2 dist,BT2_R dist,ErrorD1-3,ErrorD2-3,ErrorD1-2,T1bias-accuracy,T2bias-accuracy,B_pract,280pix,Day1mem_RR,Day2mem_RR,Day3mem_RR,ConSuccess_RR,Day-3R,RC Day1mem,Day-2T1,Day-3T1,NR Day1mem,t1biasdiff_RR,t2biasdiff_RR,r order,t2worset3,ridworset3
406,37,1,73.33485,82.1523,15,77.88453,28.07134,17.46425,4.549681,-4.267768,8.817449,-49.81319,-60.42028,2,1,0,0,0,4,5,0,7,8,0,12,13,96,1,0
406,55,1,76.65507,57.24509,125.1439,163.1502,200.125,194.0541,86.49517,105.9052,-19.40998,36.97472,30.90388,2,1,0,2,0,0,0,0,0,0,0,0,0,6,0,1
406,39,1,83.02409,34,52.08647,34.05877,50.28916,18.43909,-48.96532,0.05877273,-49.02409,16.23039,-15.61968,2,1,0,2,3,4,5,0,7,8,0,0,0,18,0,0
406,18,1,88.23265,33.24154,55.9464,65.49046,39.82462,34.17601,-22.74219,32.24892,-54.99111,-25.66584,-31.31444,2,1,0,2,3,4,5,0,0,8,0,12,13,88,0,0
406,46,1,95.03683,84.34453,11.04536,61.03278,36.34556,25.31798,-34.00406,-23.31175,-10.6923,-24.68721,-35.7148,2,1,0,0,3,4,5,0,7,8,0,12,13,103,1,0
406,3,1,98.83825,71.16881,128.9961,48.75449,79.32213,50.15974,-50.08376,-22.41433,-27.66944,30.56764,1.405258,2,1,0,0,3,4,0,0,0,0,0,0,0,17,1,1
406,23,1,104.6948,145,140.207,76.00658,67.60178,83.52245,-28.68822,-68.99342,40.30521,-8.404804,7.515873,2,1,0,0,0,4,0,0,0,0,0,0,0,5,1,1
406,127,1,130.384,166.8682,96.87621,149.3452,62.80127,34.1321,18.96119,-17.52297,36.48416,-86.54396,-115.2131,2,1,0,0,0,0,5,0,0,0,0,12,13,51,1,0
406,67,1,132.6386,9.219544,140.2926,44.04543,106.099,53.15073,-88.59318,34.82589,-123.4191,62.05358,9.105298,2,1,0,2,3,4,0,0,0,0,0,0,0,12,0,1
406,100,1,151.921,186.0108,36,132.4236,22.09072,58.03447,-19.49747,-53.58719,34.08972,-110.3328,-74.38909,2,1,0,0,0,4,0,0,7,8,0,12,13,137,1,0
406,60,1,199.4618,230.3389,400.0112,113.6486,87.09191,317.0678,-85.81319,-116.6903,30.8771,-26.55668,203.4192,2,1,0,0,0,4,0,0,0,0,0,12,0,64,1,1
406,128,1,418.4459,486.8193,69.42622,360.6799,59.5063,126.2101,-57.76602,-126.1394,68.37333,-301.1736,-234.4698,4,0,0,0,0,4,0,0,0,0,0,12,13,133,1,0
406,25,2,10.77033,0,0,28.16026,38.01316,0,17.38993,0,0,9.8529,0,2,1,0,0,0,0,0,6,0,0,0,0,0,74,0,0
406,76,2,15,0,0,41.76123,31,0,26.76123,0,0,-10.76123,0,3,1,0,0,0,0,0,6,0,0,0,0,0,42,0,0
406,171,2,20.59126,0,0,124.6515,105.423,0,104.0603,0,0,-19.22856,0,2,1,0,0,0,0,0,6,0,0,0,0,0,65,0,0
406,170,2,22.02272,0,0,46.01087,52,0,23.98815,0,0,5.989132,0,2,1,0,0,0,0,0,6,0,0,0,0,0,121,0,0
406,36,2,24.18677,0,0,18.38478,19.41649,0,-5.801997,0,0,1.031712,0,2,1,0,0,0,0,0,6,0,0,0,0,0,83,0,0
406,172,2,29.61419,0,0,172.2005,142.6184,0,142.5863,0,0,-29.58209,0,2,1,0,0,0,0,0,6,0,0,0,0,0,147,0,0
406,45,2,35.12834,0,0,40.79216,7.071068,0,5.66382,0,0,-33.72109,0,2,1,0,0,0,0,0,6,0,0,0,0,0,26,0,0
406,80,2,37.48333,0,0,44.04543,29.41088,0,6.562101,0,0,-14.63455,0,2,1,0,0,0,0,0,6,0,0,0,0,0,71,0,0
406,15,2,38.48376,0,0,186.2713,179.7776,0,147.7875,0,0,-6.493667,0,2,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0
406,175,2,40.16217,0,0,119.8833,80.45496,0,79.72111,0,0,-39.42832,0,2,1,0,0,0,0,0,6,0,0,0,0,0,105,0,0
406,151,2,43.86342,0,0,137.8296,94.15413,0,93.96618,0,0,-43.67548,0,2,1,0,0,0,0,0,6,0,0,0,0,0,45,0,0
406,160,2,49.39636,0,0,88.25531,41.19466,0,38.85896,0,0,-47.06065,0,2,1,0,0,0,0,0,6,0,0,0,0,0,78,0,0
406,42,2,50.63596,0,0,37.64306,14.31782,0,-12.9929,0,0,-23.32524,0,2,1,0,0,0,0,0,6,0,0,0,0,0,106,0,0
406,50,2,55.21775,0,0,32.24903,30.8707,0,-22.96872,0,0,-1.378333,0,2,1,0,0,0,0,0,6,0,0,0,0,0,143,0,0
406,9,2,58.24946,0,0,78.1025,62.07254,0,19.85303,0,0,-16.02996,0,2,1,0,0,0,0,0,6,0,0,0,0,0,75,0,0
406,32,2,60.92618,0,0,37.53665,28.01785,0,-23.38954,0,0,-9.518797,0,2,1,0,0,0,0,0,0,0,0,0,0,0,109,0,0
406,106,2,62.36185,0,0,92.19544,154.146,0,29.8336,0,0,61.95059,0,2,1,0,0,0,0,0,0,0,0,0,0,0,126,0,0
406,53,2,69.42622,0,0,53.33854,52.00961,0,-16.08768,0,0,-1.328927,0,2,1,0,0,0,0,0,0,0,0,0,0,0,107,0,0
406,92,2,74.24284,0,0,63.28507,38.58756,0,-10.95778,0,0,-24.69751,0,2,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0
406,82,2,79.07591,0,0,70.40597,32.98485,0,-8.669947,0,0,-37.42112,0,2,1,0,0,0,0,0,0,0,0,0,0,0,136,0,0
406,147,2,86.92526,0,0,13.41641,77.20104,0,-73.50885,0,0,63.78463,0,4,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0
406,26,2,87.47571,0,0,298.826,386.2292,0,211.3503,0,0,87.40317,0,2,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0
406,133,2,94.57801,0,0,137.5282,44.10215,0,42.95017,0,0,-93.42602,0,2,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0
406,74,2,97.94897,0,0,165.0757,107.0701,0,67.12677,0,0,-58.00567,0,2,1,0,0,0,0,0,0,0,0,0,0,0,87,0,0
406,103,2,109.6586,0,0,131.0458,173.1416,0,21.38723,0,0,42.09577,0,2,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0
406,121,2,129.7575,0,0,144.1562,20,0,14.3987,0,0,-124.1562,0,2,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0
406,142,2,135.5581,0,0,218.5864,98.0816,0,83.02826,0,0,-120.5048,0,3,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0
406,96,2,144.3122,0,0,216.7233,127.9414,0,72.41116,0,0,-88.78193,0,2,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0
406,145,2,192.7615,0,0,246.4894,72.11103,0,53.72784,0,0,-174.3783,0,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0
406,4,2,236.9578,0,0,215.3369,23.60085,0,-21.62086,0,0,-191.7361,0,2,1,0,0,0,0,0,0,0,0,0,0,0,115,0,0
406,163,3,6.403124,0,0,10.44031,14.14214,0,4.037182,0,0,3.701829,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,97,3,14.31782,0,0,23.19483,37.48333,0,8.877006,0,0,14.2885,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,47,3,16.55295,0,0,97.16481,81.3941,0,80.61186,0,0,-15.77071,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,137,3,21.26029,0,0,185.8736,201.8836,0,164.6133,0,0,16.01002,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,44,3,27.45906,0,0,25.63201,47.38143,0,-1.827049,0,0,21.74942,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,102,3,31.62278,0,0,288.7802,317.9214,0,257.1574,0,0,29.14118,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,43,3,36.05551,0,0,38.48376,18.02776,0,2.42825,0,0,-20.45601,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,68,3,36.35932,0,0,410.2597,374.1617,0,373.9004,0,0,-36.09794,0,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,120,3,38.01316,0,0,28.17801,34.65545,0,-9.83515,0,0,6.477441,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,57,3,42,0,0,51.07837,20.61553,0,9.078371,0,0,-30.46284,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,132,3,46.27094,0,0,43.60046,36.05551,0,-2.670482,0,0,-7.544946,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,124,3,48.76474,0,0,42.54409,35.44009,0,-6.220647,0,0,-7.104004,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,141,3,51.73973,0,0,103.7304,55.36244,0,51.99069,0,0,-48.36798,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,161,3,54.67175,0,0,98.84331,54.00926,0,44.17156,0,0,-44.83405,0,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,56,3,57.07889,0,0,56.85068,41.10961,0,-0.2282112,0,0,-15.74107,0,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
406,93,3,60.21628,0,0,60.87693,22.36068,0,0.6606482,0,0,-38.51625,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,155,3,65.80274,0,0,163.2483,225.211,0,97.44554,0,0,61.96273,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,109,3,69.89278,0,0,141.4107,207.4464,0,71.51797,0,0,66.03563,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,69,3,75.9276,0,0,84.50444,28.3196,0,8.576841,0,0,-56.18483,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,126,3,77.64664,0,0,79.1012,14.14214,0,1.454566,0,0,-64.95907,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,24,3,82.07923,0,0,55.36244,94.59387,0,-26.71679,0,0,39.23143,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,135,3,92.77931,0,0,100.8067,31.7805,0,8.027438,0,0,-69.02625,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,140,3,96.62815,0,0,139.0144,43.93177,0,42.38623,0,0,-95.08262,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,83,3,100.2846,0,0,235.0021,137.0584,0,134.7175,0,0,-97.94375,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,27,3,120.283,0,0,144.0139,50.9902,0,23.73089,0,0,-93.02369,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,157,3,124.2779,0,0,363.4556,462.477,0,239.1777,0,0,99.02139,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,58,3,140.0143,0,0,157.4357,41.59327,0,17.42142,0,0,-115.8424,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,179,3,148.0844,0,0,82.63776,138.2317,0,-65.44667,0,0,55.59393,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,29,3,183.8314,0,0,71.11259,128.0039,0,-112.7189,0,0,56.89132,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,116,3,463.0043,0,0,118.7139,345.3259,0,-344.2904,0,0,226.612,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,77,1,10.29563,16.40122,6.403124,46.52956,47.80167,51.78803,36.23393,30.12834,6.105589,1.272113,5.258469,2,1,1,2,3,0,0,0,7,8,0,0,0,28,0,1
407,100,1,13.60147,82.34683,74.04053,74.02702,63.28507,20.80865,60.42555,-8.319805,68.74536,-10.74195,-53.21837,2,1,1,2,3,0,5,0,0,8,0,0,13,88,1,0
407,152,1,18.02776,45.69464,30.61046,74.8131,56.88585,43.18565,56.78534,29.11846,27.66688,-17.92725,-31.62745,2,1,1,2,3,0,5,0,7,8,0,0,0,40,0,0
407,145,1,20.22375,89.55445,70.23532,76.32169,68.46897,64.3506,56.09794,-13.23277,69.3307,-7.852717,-11.97109,3,1,1,2,3,0,0,0,0,0,0,0,0,21,1,0
407,13,1,25.4951,33.24154,19.10497,37.94733,13.0384,17.69181,12.45223,4.705792,7.746443,-24.90893,-20.25553,2,1,1,2,3,4,5,0,7,8,0,0,0,101,0,0
407,71,1,29.69848,291.988,273.7243,105.9906,100.4988,358.3364,76.29208,-185.9974,262.2895,-5.491809,252.3459,3,1,1,0,0,0,0,0,0,0,0,0,0,81,1,1
407,116,1,31.38471,404.1089,373.0161,444.8191,414.7445,177.6739,413.4344,40.71017,372.7242,-30.07456,-267.1452,2,1,1,0,0,0,0,0,0,0,0,12,13,1,0,0
407,157,1,38.47077,110.1635,72.99315,329.953,305.511,249.1285,291.4823,219.7895,71.69275,-24.44198,-80.82455,2,1,1,0,0,0,0,0,0,0,0,0,13,18,0,0
407,141,1,38.28838,300.2882,332.8258,425.4139,449.5787,172.6268,387.1255,125.1257,261.9998,24.16478,-252.7872,2,1,1,0,0,0,0,0,0,0,0,0,13,143,0,0
407,76,1,51.24451,61.22091,43.10452,72.62231,40.4475,83.48653,21.3778,11.4014,9.9764,-32.17481,10.86422,2,1,1,2,3,4,0,0,7,8,0,12,0,19,0,1
407,80,1,52.47857,131.0153,120.5695,289.2767,282.3491,162.0494,236.7981,158.2614,78.5367,-6.927609,-127.2273,3,1,1,0,0,0,0,0,0,0,0,0,13,22,0,0
407,169,1,54.34151,92.39589,38.20995,83.21658,30.23243,18.38478,28.87507,-9.179302,38.05437,-52.98415,-64.83181,2,1,1,2,3,4,5,0,7,8,0,12,13,49,1,0
407,58,1,61.84658,96.02604,39.29377,89.89994,28.30194,28.6531,28.05336,-6.126094,34.17945,-61.598,-61.24685,2,1,1,0,3,4,5,0,7,8,0,12,13,36,1,0
407,62,1,61.40033,361.0055,349.3666,348.5283,327.0138,60.44005,287.128,-12.47721,299.6052,-21.51457,-288.0883,2,1,1,0,0,0,0,0,0,0,0,0,13,100,1,0
407,109,1,69.42622,81.70679,79.69944,102.6937,95.25755,21.0238,33.2675,20.98693,12.28057,-7.436174,-81.66992,2,1,1,2,0,0,5,0,0,0,0,0,13,112,0,0
407,29,1,71.11962,18.11077,54.6443,55.22681,27.20294,43.38202,-15.89281,37.11603,-53.00885,-28.02386,-11.84478,2,1,0,2,3,4,5,0,7,8,0,0,0,7,0,0
407,85,1,80.08121,340.2822,347.0519,61.7171,22.80351,355.3941,-18.36411,-278.5651,260.201,-38.91359,293.6771,2,1,0,0,3,4,0,0,0,8,0,12,0,5,1,1
407,42,1,90.04999,135.5175,51.86521,127.0157,37.01351,28.63564,36.96576,-8.501779,45.46754,-90.00224,-98.3801,2,1,0,0,0,0,5,0,7,8,0,12,13,138,1,0
407,161,1,97.98469,129.769,81.32035,56,45.79301,82.21922,-41.98469,-73.76903,31.78433,-10.20699,26.21922,2,1,0,0,3,4,0,0,0,8,0,0,0,14,1,1
407,162,1,102.3914,102.8251,35.0571,69.02898,50.56679,73.75636,-33.36243,-33.79611,0.4336883,-18.46219,4.727376,2,1,0,0,3,4,0,0,7,8,0,0,0,83,1,1
407,16,1,109.0413,76.48529,36.05551,405.4454,326.4659,340,296.4042,328.9601,-32.55598,-78.97951,-65.44543,4,1,0,2,0,0,0,0,7,0,0,12,13,97,0,0
407,87,1,112.7874,496.3265,385.0052,166.2077,53.46027,332.122,53.42029,-330.1188,383.5391,-112.7474,165.9143,3,1,0,0,0,0,0,0,0,8,0,12,0,136,1,1
407,158,1,125.096,189.2512,64.53681,156.5407,99.04544,112.9469,31.44477,-32.71043,64.15519,-57.49529,-43.59384,2,1,0,0,0,4,0,0,0,0,0,12,13,87,1,0
407,63,1,143.3911,127.9453,26.40076,137.2334,23.19483,42.95346,-6.157696,9.288077,-15.44577,-114.0386,-94.27991,2,1,0,0,0,4,5,0,7,8,0,12,13,89,0,0
407,26,1,182.784,93.74433,89.05055,101.6366,86.09297,23.02173,-81.14742,7.892274,-89.03969,-15.54363,-78.61488,3,1,0,0,0,4,5,0,0,0,0,0,13,2,0,0
407,105,1,186.6789,298.203,142.3938,317.4476,154.1752,216.0602,130.7688,19.24468,111.5241,-163.2724,-101.3875,2,1,0,0,0,0,0,0,0,0,0,12,13,85,0,0
407,129,1,242.7365,90.24965,307.5614,200.2623,85.15868,281.016,-42.47415,110.0127,-152.4868,-115.1037,80.75369,2,1,0,2,0,4,0,0,0,0,0,12,0,123,0,1
407,96,1,302.5971,22.02272,290.2413,342.2864,319.789,320.3514,39.68934,320.2637,-280.5744,-22.49744,-21.93506,2,0,0,2,0,0,0,0,0,0,0,0,0,146,0,0
407,130,1,397.2468,52.34501,362.4652,512.2499,118.8486,474.4218,115.0032,459.9049,-344.9018,-393.4013,-37.82819,2,0,0,2,0,0,0,0,0,0,0,12,0,45,0,0
407,7,1,438.6582,512.082,78.05767,558.6215,252.8735,273.5434,119.9633,46.53949,73.42384,-305.748,-285.0781,2,0,0,0,0,0,0,0,0,0,0,12,13,58,0,0
407,114,1,8.602325,42.42641,35.01428,30.41381,30.41381,35,21.81149,-12.01259,33.82408,0,4.586187,2,1,1,2,3,4,5,0,7,8,0,0,0,117,1,1
407,72,1,15.6205,28.63564,22.62742,79.05694,72.06941,50.69517,63.43644,50.4213,13.01514,-6.987531,-28.36177,2,1,1,2,3,0,0,0,7,0,0,0,0,61,0,0
407,90,1,19.23538,28.01785,13.60147,57.45433,42.05948,48.04165,38.21895,29.43648,8.782467,-15.39485,-9.412681,3,1,1,2,3,0,0,0,7,8,0,0,0,91,0,0
407,68,1,24.18677,60.63827,38.0526,51.47815,27.51363,13.89244,27.29138,-9.160121,36.4515,-23.96452,-37.58571,2,1,1,2,3,4,5,0,7,8,0,0,0,73,1,0
407,47,1,26.07681,64.28063,38.20995,66.75328,41.76123,16.12452,40.67647,2.472642,38.20383,-24.99205,-50.62876,2,1,1,2,3,0,5,0,7,8,0,0,13,6,0,0
407,150,1,30.08322,305.4128,323.1254,419.0871,436.8077,113.7409,389.0039,113.6743,275.3296,17.72063,-305.3462,2,1,1,0,0,0,0,0,0,0,0,0,13,133,0,0
407,93,1,33.24154,66.70832,34.1321,39,27.45906,41.72529,5.75846,-27.70832,33.46678,-11.54094,2.725292,3,1,1,2,3,4,5,0,7,8,0,0,0,37,1,1
407,102,1,36.23534,19.10497,46.8615,77.27872,53.82379,74.16873,41.04337,58.17374,-17.13037,-23.45493,-3.10999,2,1,1,2,3,0,0,0,7,8,0,0,0,35,0,0
407,146,1,44.64303,52.34501,48.25971,59.61543,37,21.40093,14.97241,7.270425,7.701981,-22.61543,-38.2145,2,1,1,2,3,4,5,0,7,8,0,0,0,128,0,0
407,67,1,49.0408,43.32436,17.26268,50.96077,46.32494,29.12044,1.91997,7.636411,-5.716441,-4.63583,-21.84033,3,1,1,2,3,4,5,0,7,8,0,0,0,60,0,0
407,123,1,53.46027,119.4194,119.9708,59.20304,29.61419,90.87354,5.742775,-60.21639,65.95916,-29.58885,31.6705,3,1,1,0,3,4,0,0,0,8,0,12,0,46,1,1
407,120,1,56.0803,89.20202,33.28663,99.12618,44.59821,14.31782,43.04588,9.924164,33.12172,-54.52798,-84.80836,2,1,1,2,3,0,5,0,7,8,0,12,13,78,0,0
407,164,1,61.29437,87.32125,26.57066,73.06162,66.61081,84.50444,11.76725,-14.25963,26.02687,-6.450808,11.44282,4,1,1,2,3,4,0,0,7,0,0,0,0,103,1,1
407,91,1,64.3506,54.40588,29.61419,102.6499,41.10961,68.35934,38.29929,48.24401,-9.94472,-61.54028,-34.29055,3,1,1,2,0,0,0,0,7,8,0,12,0,145,0,0
407,44,1,67.74216,88.23831,28.6531,75.9276,9.899495,19.31321,8.185439,-12.31072,20.49616,-66.0281,-56.61439,3,1,1,2,3,4,5,0,7,8,0,12,13,93,1,0
407,173,1,72.40166,106,51.24451,137.4118,74.72617,32.64966,65.01013,31.41179,33.59834,-62.68562,-104.7621,2,1,0,0,0,0,5,0,7,0,0,12,13,20,0,0
407,32,1,77.10383,104.4031,29.41088,113.719,43.27817,16.49242,36.61513,9.315887,27.29924,-70.44078,-97.22653,2,1,0,0,0,0,5,0,7,8,0,12,13,99,0,0
407,101,1,82.71034,176.3859,133.1353,135.8823,79.9062,54.33231,53.17196,-40.50364,93.6756,-55.97611,-81.54999,2,1,0,0,0,0,0,0,0,0,0,12,13,131,1,0
407,154,1,99.0404,53.14132,47.04253,73.5527,26.40076,24.69818,-25.48769,20.41138,-45.89907,-47.15194,-48.85452,4,1,0,2,3,4,5,0,7,8,0,12,13,90,0,0
407,65,1,99.47864,340.1779,261.2221,246.0772,177.2287,341.5684,146.5986,-94.10067,240.6993,-68.84856,95.49122,2,1,0,0,0,0,0,0,0,0,0,12,0,94,1,1
407,168,1,104.4031,36.67424,68.00735,53.66563,51.41984,17,-50.73743,16.99139,-67.72882,-2.245791,-36.66563,5,1,0,2,3,4,5,0,0,8,0,0,0,127,0,0
407,177,1,117.0171,99.63935,24.83948,425.4621,321.5603,346.1011,308.445,325.8228,-17.37774,-103.9018,-79.36096,4,1,0,0,0,0,0,0,7,0,0,12,13,26,0,0
407,11,1,122.8739,130.1768,13.41641,170.1352,59.22837,46.38965,47.26132,39.95844,7.302884,-110.9069,-123.7456,3,1,0,0,0,0,0,0,7,8,0,12,13,32,0,0
407,20,1,140.0893,135.6798,8,177.8595,66.09841,73.97973,37.77024,42.17973,-4.409487,-111.7611,-103.8798,2,1,0,0,0,0,0,0,7,0,0,12,13,66,0,0
407,34,1,163.7834,124.8239,68.24954,100.4042,88.10221,26.30589,-63.37921,-24.41969,-38.95952,-12.30197,-74.09829,3,1,0,0,3,4,5,0,0,0,0,0,13,114,1,0
407,24,1,210.2308,38.63936,191.8802,68.50547,157.8354,36.35932,-141.7254,29.86612,-171.5915,89.32988,-32.14616,2,1,0,2,3,4,5,0,0,0,0,0,0,15,0,0
407,103,1,216.1481,183.9918,38.94868,147.6652,69.26038,37.33631,-68.48294,-36.32669,-32.15625,-78.40478,-110.3289,4,1,0,0,0,4,5,0,7,0,0,12,13,77,1,0
407,143,1,285.1754,383.2623,105.0952,392.6742,107.7868,36.40055,107.4988,9.411853,98.08693,-284.8873,-356.2736,2,0,0,0,0,0,5,0,0,0,0,12,13,125,0,0
407,75,1,422.838,438.8086,20.12461,401.1284,136.9379,131.4724,-21.70962,-37.68021,15.97058,-264.1905,-269.656,2,0,0,0,0,4,0,0,7,0,0,12,13,52,1,0
407,81,1,442.0011,520.001,78.43469,557.628,115.7411,40.4475,115.6269,37.62705,77.99983,-441.8869,-517.1805,2,0,0,0,0,0,5,0,0,0,0,12,13,9,0,0
407,55,1,7.28011,8.544004,1.414214,12.04159,16.12452,17.49286,4.761485,3.497591,1.263894,4.082921,5.451261,2,1,1,2,3,4,5,0,7,8,0,0,0,110,0,1
407,59,1,13.0384,33.73426,46.17359,29.54657,42.48529,7.81025,16.50817,-4.187682,20.69585,12.93872,-21.73632,2,1,1,2,3,4,5,0,7,8,0,0,0,11,1,0
407,3,1,17.02939,382.1021,370.1675,507.5323,505.6214,313.0575,490.5029,125.4302,365.0727,-1.910865,-194.4748,2,1,1,0,0,0,0,0,0,0,0,0,13,4,0,0
407,171,1,23.85372,30.36445,23.76973,69.33974,63.60031,41.01219,45.48602,38.97529,6.510732,-5.739429,-28.32755,2,1,1,2,3,0,5,0,7,0,0,0,0,54,0,0
407,134,1,25.63201,211.6979,237.3205,101.0198,89.37561,278.792,75.38779,-110.6781,186.0659,-11.64419,177.7722,6,1,1,0,0,0,0,0,0,0,0,0,0,8,1,1
407,126,1,31.62278,75.76939,45.35416,94.36631,62.96825,32.06244,62.74353,18.59692,44.14661,-31.39806,-62.30387,3,1,1,2,3,0,5,0,7,8,0,12,13,65,0,0
407,61,1,33.54102,45.54119,23.25941,48.41487,36.34556,15.81139,14.87385,2.873684,12.00017,-12.06931,-32.60349,2,1,1,2,3,4,5,0,7,8,0,0,0,132,0,0
407,94,1,36.68787,70.11419,35.69314,105.4751,73.08215,37.69615,68.78724,35.36092,33.42632,-32.39297,-67.77896,3,1,1,2,0,0,5,0,7,0,0,12,13,64,0,0
407,12,1,41.34005,58.21512,35.4683,34.71311,49.47727,40.81666,-6.626943,-23.50201,16.87507,14.76416,6.103553,3,1,1,2,3,4,5,0,7,8,0,0,0,107,1,1
407,70,1,49.47727,25.05993,26,56.7186,8.544004,34.1321,7.241336,31.65868,-24.41734,-48.1746,-22.58651,2,1,1,2,3,4,5,0,7,8,0,12,0,38,0,0
407,36,1,51.41984,45,13,26.4764,29.41088,19.64688,-24.94344,-18.5236,-6.419841,2.934478,-6.829522,2,1,1,2,3,4,5,0,7,8,0,0,0,70,1,0
407,27,1,56.08921,86.97701,72.33948,63.03174,59.43904,24.41311,6.942523,-23.94527,30.88779,-3.592694,-38.61863,6,1,1,2,3,4,5,0,0,8,0,0,0,118,1,0
407,159,1,57.56735,76.6942,121.6553,420.2678,475.0042,400.3461,362.7004,343.5736,19.12685,54.73644,-19.92167,2,1,1,2,0,0,0,0,0,0,0,0,0,24,0,0
407,97,1,66.7308,326.974,262.9924,344.971,282.3048,26.62705,278.2402,17.99701,260.2432,-62.66621,-318.344,5,1,1,0,0,0,5,0,0,0,0,12,13,105,0,0
407,84,1,68.70953,54.08327,24.16609,61.13101,29.15476,9.899495,-7.578527,7.047738,-14.62626,-31.97625,-51.23151,4,1,1,2,3,4,5,0,7,8,0,12,13,122,0,0
407,166,1,71.02816,230.5862,170.9415,261.2279,198.3053,35.01428,190.1997,30.64166,159.558,-62.92255,-226.2136,4,1,0,0,0,0,5,0,0,0,0,12,13,68,0,0
407,18,1,81.9878,477.8337,434.1808,107.5639,149.4523,416.4049,25.57613,-370.2697,395.8458,41.8884,308.8409,2,1,0,0,0,4,0,0,0,0,0,0,0,39,1,1
407,49,1,85.86617,195.829,119.6829,163.0123,94.84725,37.73592,77.14609,-32.81674,109.9628,-68.16502,-125.2763,2,1,0,0,0,0,5,0,0,0,0,12,13,31,1,0
407,112,1,99.40825,62.96825,52.35456,97.04638,12.16553,57.48913,-2.361868,34.07813,-36.44,-84.88086,-39.55725,2,1,0,2,3,4,0,0,7,8,0,12,0,44,0,0
407,131,1,100.7224,106.0424,55.02727,238.5812,148.6607,135.44,137.8588,132.5388,5.320054,-89.92054,-103.1412,2,1,0,0,0,0,0,0,7,0,0,12,13,30,0,0
407,57,1,104.0481,20.02498,100.1249,89.37561,46.66905,77.02597,-14.67245,69.35063,-84.02308,-42.70656,-12.34964,2,1,0,2,3,4,0,0,0,8,0,12,0,102,0,0
407,43,1,115.5725,78.16009,39.11521,74.73286,67.94115,53.46027,-40.83963,-3.427235,-37.4124,-6.791707,-21.27259,2,1,0,2,3,4,0,0,7,0,0,0,0,149,1,0
407,135,1,121.5936,76.11833,46.01087,77.87811,45.27693,4.123106,-43.71548,1.759781,-45.47526,-32.60118,-73.755,2,1,0,2,3,4,5,0,7,8,0,12,13,29,0,0
407,66,1,134.7331,189.465,221.4498,253.9547,274.5651,64.51356,119.2217,64.48968,54.73197,20.61039,-189.4412,4,1,0,0,0,0,0,0,0,0,0,0,13,69,0,0
407,45,1,167.0838,136.6199,110.4536,149.1107,19.92486,93.81365,-17.97311,12.49079,-30.4639,-129.1858,-55.29705,2,1,0,0,0,4,0,0,0,8,0,12,13,43,0,0
