,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,1.0,0,190,226,,EFIX,False,,444.3430319021556,645.0,225.0,,1071.5580852198354,1485.0,645.0,study,False,False,38,offscreen,1.0,807,,753.4671392967314,1065.0,225.0,19.0,1,,414.2,,604.7,False,False
1,1,1.0,0,42,268,manip_objend,ESACC,False,82.37305384650979,442.14220563072246,645.0,225.0,932.6313955684743,1073.1941716204014,1485.0,645.0,study,False,False,228,offscreen,1.0,807,380.63278891866366,753.0084528078021,1065.0,225.0,19.0,1,690.6,412.7,156.4,601.2,False,False
2,1,1.0,0,198,466,,EFIX,False,,98.9313398271751,645.0,225.0,,941.1372960413374,1485.0,645.0,study,False,False,270,manip_objstart,1.0,807,,382.91436379430843,1065.0,225.0,19.0,1,,692.1,,138.0,False,False
3,1,1.0,0,14,480,manip_objend,ESACC,False,86.94388995208347,96.01541542898202,645.0,225.0,985.3279860026305,950.5172065775558,1485.0,645.0,study,False,False,468,manip_objstart,1.0,807,433.7732587423987,393.1144362650652,1065.0,225.0,19.0,1,640.0,682.0,138.2,136.4,False,False
4,1,1.0,0,324,804,,EFIX,False,,82.05083789943889,645.0,225.0,,994.2033695376414,1485.0,645.0,study,False,False,482,manip_objstart,1.0,807,,446.66804228643895,1065.0,225.0,19.0,1,,625.5,,145.3,False,False
5,1,1.0,0,42,846,test_objend,ESACC,False,414.7799054920574,78.68227246337005,645.0,225.0,641.3067674678008,989.6114894240063,1485.0,645.0,study,False,False,806,manip_objstart,1.0,807,57.326869790701096,442.46909496596487,1065.0,225.0,19.0,1,1055.9,629.3,168.4,147.9,False,False
6,1,1.0,0,846,1692,,EFIX,False,,441.08797308473504,645.0,225.0,,606.9914332179657,1485.0,645.0,study,False,False,848,test_objstart,1.0,807,,41.165519552168846,1065.0,225.0,19.0,1,,1084.6,,188.8,False,False
7,1,1.0,0,50,1742,other_objend,ESACC,False,1003.8638802148427,438.93894791872816,645.0,225.0,132.79567011013572,604.7374636980911,1485.0,645.0,study,False,False,1694,test_objstart,1.0,807,624.7741111793927,36.26844358392014,1065.0,225.0,19.0,1,1590.0,1082.8,563.7,193.4,False,False
8,1,1.0,0,778,2520,,EFIX,False,,991.3704100889838,645.0,225.0,,88.94543271017345,1485.0,645.0,study,False,False,1744,other_objstart,1.0,807,,623.4446968256286,1065.0,225.0,19.0,1,,1562.3,,601.0,False,False
9,1,1.0,0,60,2580,test_objend,ESACC,False,326.61269111900714,971.3852222470754,645.0,225.0,696.065981067887,76.79355441702127,1485.0,645.0,study,False,False,2522,other_objstart,1.0,807,107.25600216304917,604.566993806311,1065.0,225.0,19.0,1,968.3,1543.2,178.6,594.9,False,False
10,1,1.0,0,178,2758,,EFIX,False,,298.92816862918755,645.0,225.0,,729.9849655986075,1485.0,645.0,study,False,False,2582,test_objstart,1.0,807,,142.21831808877508,1065.0,225.0,19.0,1,,937.3,,162.4,False,False
11,1,1.0,0,32,2790,manip_objend,ESACC,False,98.07777526024947,297.7833608514753,645.0,225.0,941.1818368413194,730.2074568230594,1485.0,645.0,study,False,False,2760,test_objstart,1.0,807,383.243069082795,142.76879911241116,1065.0,225.0,19.0,1,691.6,936.3,138.7,163.2,False,False
12,1,1.0,0,188,2978,,EFIX,False,,86.60588894526748,645.0,225.0,,958.9872679029686,1485.0,645.0,study,False,False,2792,manip_objstart,1.0,807,,404.95997333069846,1065.0,225.0,19.0,1,,668.7,,141.7,False,False
13,1,1.0,0,40,3018,test_objend,ESACC,False,445.667589128938,83.14066393769056,645.0,225.0,617.1706409089792,953.6290526195182,1485.0,645.0,study,False,False,2980,manip_objstart,1.0,807,56.88233469188826,400.6848761807712,1065.0,225.0,19.0,1,1087.6,672.1,172.8,146.4,False,False
14,1,1.0,0,180,3198,,EFIX,False,,451.91231450359925,645.0,225.0,,599.4770554408234,1485.0,645.0,study,False,False,3020,test_objstart,1.0,807,,46.95465898076568,1065.0,225.0,19.0,1,,1095.5,,189.3,False,False
15,1,1.0,0,50,3248,other_objend,ESACC,False,962.5713739770159,452.8412194136043,645.0,225.0,110.470131709888,599.197104465634,1485.0,645.0,study,False,False,3200,test_objstart,1.0,807,586.0167659717596,47.84527144870228,1065.0,225.0,19.0,1,1549.2,1096.4,555.1,188.9,False,False
16,1,1.0,0,752,4000,,EFIX,False,,987.4966582221938,645.0,225.0,,85.93980451455552,1485.0,645.0,study,False,False,3250,other_objstart,1.0,807,,619.9142279380269,1065.0,225.0,19.0,1,,1558.4,,600.3,False,False
17,1,1.0,1,312,314,,EFIX,True,,149.8208596958381,855.0,435.0,,182.66441908592927,645.0,435.0,study,True,True,4,test_objstart,2.0,807,,114.36909547600696,855.0,225.0,15.0,2,,776.0,,307.7,True,True
18,1,1.0,1,26,340,other_objend,ESACC,True,239.29772251319065,143.93766011714933,855.0,435.0,57.752922003999075,179.28204037214664,645.0,435.0,study,True,True,316,test_objstart,2.0,807,281.40255862376233,118.13572702616253,855.0,225.0,15.0,2,621.6,777.2,382.2,313.9,True,True
19,1,1.0,1,274,614,,EFIX,True,,248.80355704852772,855.0,435.0,,50.15186935698407,645.0,435.0,study,True,True,342,other_objstart,2.0,807,,302.51150391348756,855.0,225.0,15.0,2,,608.6,,400.5,True,True
20,1,1.0,1,12,626,other_objend,ESACC,True,214.4524189651402,239.52563537124786,855.0,435.0,31.077966471440828,39.956601457080865,645.0,435.0,study,True,True,616,other_objstart,2.0,807,277.6145529326588,299.02931294440015,855.0,225.0,15.0,2,642.8,617.2,404.0,406.3,True,True
21,1,1.0,1,244,870,,EFIX,True,,208.65598481711467,855.0,435.0,,30.811036983522666,645.0,435.0,study,True,True,628,other_objstart,2.0,807,,273.46904760868273,855.0,225.0,15.0,2,,648.6,,404.4,True,True
22,1,1.0,1,18,888,other_objend,ESACC,True,266.242182983839,211.37540065012297,855.0,435.0,61.048341500813905,31.615818825391845,645.0,435.0,study,True,True,872,other_objstart,2.0,807,322.13490962638616,274.7863897648499,855.0,225.0,15.0,2,590.1,646.0,408.3,403.4,True,True
23,1,1.0,1,144,1032,,EFIX,True,,275.6542943616152,855.0,435.0,,69.2480324630238,645.0,435.0,study,True,True,890,other_objstart,2.0,807,,330.90979133292507,855.0,225.0,15.0,2,,580.5,,409.8,True,True
24,1,1.0,1,36,1068,test_objend,ESACC,True,216.52773494404823,271.8177514438672,855.0,435.0,282.58496067554626,65.18351018470848,645.0,435.0,study,True,True,1034,other_objstart,2.0,807,26.949211491247755,328.80828760844815,855.0,225.0,15.0,2,828.5,584.2,220.1,411.5,True,True
25,1,1.0,1,436,1504,,EFIX,True,,226.9666495324809,855.0,435.0,,305.4568054570073,645.0,435.0,study,True,True,1070,test_objstart,2.0,807,,17.77245059073172,855.0,225.0,15.0,2,,849.5,,208.1,True,True
26,1,1.0,1,26,1530,manip_objend,ESACC,True,63.21779812679336,222.1140697929782,855.0,435.0,220.7407755717099,303.9484495765688,645.0,435.0,study,True,True,1506,test_objstart,2.0,807,146.80766328771807,12.355565547557903,855.0,225.0,15.0,2,856.5,852.5,371.8,212.9,True,True
27,1,1.0,1,686,2216,,EFIX,True,,18.87246671741664,855.0,435.0,,202.30711801614893,645.0,435.0,study,True,True,1532,manip_objstart,2.0,807,,193.28261691109216,855.0,225.0,15.0,2,,846.6,,418.1,True,True
28,1,1.0,1,28,2244,other_objend,ESACC,True,216.79310413387225,23.735627229968,855.0,435.0,25.94706149065821,190.0983429701585,645.0,435.0,study,True,True,2218,manip_objstart,2.0,807,283.60403734784876,198.73947770888398,855.0,225.0,15.0,2,639.7,834.7,409.6,422.7,True,True
29,1,1.0,1,300,2544,,EFIX,True,,243.54558094943948,855.0,435.0,,40.60110835925539,645.0,435.0,study,True,True,2246,other_objstart,2.0,807,,305.09416579148143,855.0,225.0,15.0,2,,612.7,,410.4,True,True
30,1,1.0,1,12,2556,other_objend,ESACC,True,212.768066212954,235.34767897729526,855.0,435.0,40.9176001251295,36.53121952522257,645.0,435.0,study,True,True,2546,other_objstart,2.0,807,268.68615520714866,296.33179039718306,855.0,225.0,15.0,2,646.2,621.3,394.1,407.2,True,True
31,1,1.0,1,226,2782,,EFIX,True,,205.64756259192575,855.0,435.0,,41.45986010589039,645.0,435.0,study,True,True,2558,other_objstart,2.0,807,,263.3228436729332,855.0,225.0,15.0,2,,653.4,,394.4,True,True
32,1,1.0,1,14,2796,other_objend,ESACC,True,251.58046426541148,211.5770545215147,855.0,435.0,53.82127832001017,38.24722212135149,645.0,435.0,study,True,True,2784,other_objstart,2.0,807,302.8642104970476,269.85338611920366,855.0,225.0,15.0,2,606.2,646.9,397.7,396.8,True,True
33,1,1.0,1,230,3026,,EFIX,True,,259.78206250624777,855.0,435.0,,58.264225730717506,645.0,435.0,study,True,True,2798,other_objstart,2.0,807,,312.2094168983376,855.0,225.0,15.0,2,,597.4,,401.4,True,True
34,1,1.0,1,30,3056,manip_objend,ESACC,True,44.31365478043984,256.7543962622646,855.0,435.0,184.87211796266092,53.673270815183265,645.0,435.0,study,True,True,3028,other_objstart,2.0,807,178.16200492809904,312.7312264549225,855.0,225.0,15.0,2,826.7,599.9,400.9,405.9,True,True
35,1,1.0,1,402,3458,,EFIX,True,,29.135888522576366,855.0,435.0,,190.8478451541961,645.0,435.0,study,True,True,3058,manip_objstart,2.0,807,,190.18648742747212,855.0,225.0,15.0,2,,834.7,,414.1,True,True
36,1,1.0,1,32,3490,test_objend,ESACC,True,206.1223180541108,30.599673200869326,855.0,435.0,289.1442719474138,184.13674266696478,645.0,435.0,study,True,True,3460,manip_objstart,2.0,807,8.149233092751754,196.49513988900588,855.0,225.0,15.0,2,847.9,828.5,229.0,419.7,True,True
37,1,1.0,1,518,4008,,EFIX,True,,225.13624763684768,855.0,435.0,,299.3665478973895,645.0,435.0,study,True,True,3492,test_objstart,2.0,807,,19.243960091415676,855.0,225.0,15.0,2,,842.7,,210.2,True,True
38,1,0.0,0,198,200,,EFIX,,,,,,,,,,study,,,4,screen,3.0,807,,,,,,3,,779.6,,465.1,False,False
39,1,0.0,0,28,228,screen,ESACC,,,,,,,,,,study,,,202,screen,3.0,807,,,,,,3,568.4,776.4,424.0,461.4,False,False
40,1,0.0,0,150,378,,EFIX,,,,,,,,,,study,,,230,screen,3.0,807,,,,,,3,,559.3,,422.3,False,False
41,1,0.0,0,24,402,screen,ESACC,,,,,,,,,,study,,,380,screen,3.0,807,,,,,,3,408.4,558.0,417.1,423.8,False,False
42,1,0.0,0,264,666,,EFIX,,,,,,,,,,study,,,404,screen,3.0,807,,,,,,3,,387.4,,419.2,False,False
43,1,0.0,0,30,696,screen,ESACC,,,,,,,,,,study,,,668,screen,3.0,807,,,,,,3,409.6,388.2,231.7,417.2,False,False
44,1,0.0,0,680,1376,,EFIX,,,,,,,,,,study,,,698,screen,3.0,807,,,,,,3,,415.9,,207.3,False,False
45,1,0.0,0,28,1404,screen,ESACC,,,,,,,,,,study,,,1378,screen,3.0,807,,,,,,3,372.0,420.5,402.0,223.4,False,False
46,1,0.0,0,650,2054,,EFIX,,,,,,,,,,study,,,1406,screen,3.0,807,,,,,,3,,379.7,,419.0,False,False
47,1,0.0,0,26,2080,screen,ESACC,,,,,,,,,,study,,,2056,screen,3.0,807,,,,,,3,572.8,382.2,397.4,407.3,False,False
48,1,0.0,0,1442,3522,,EFIX,,,,,,,,,,study,,,2082,screen,3.0,807,,,,,,3,,563.2,,437.0,False,False
49,1,0.0,0,18,3540,screen,ESACC,,,,,,,,,,study,,,3524,screen,3.0,807,,,,,,3,619.9,555.1,437.7,457.1,False,False
50,1,0.0,0,188,3728,,EFIX,,,,,,,,,,study,,,3542,screen,3.0,807,,,,,,3,,621.2,,433.6,False,False
51,1,0.0,0,32,3760,screen,ESACC,,,,,,,,,,study,,,3730,screen,3.0,807,,,,,,3,874.6,621.4,453.5,439.9,False,False
52,1,0.0,0,246,4006,,EFIX,,,,,,,,,,study,,,3762,screen,3.0,807,,,,,,3,,875.3,,470.6,False,False
53,1,2.0,0,218,220,,EFIX,True,,155.73249500345136,1275.0,435.0,,365.9434519157298,855.0,225.0,study,True,False,4,manip_objstart,4.0,807,,539.4391624641281,645.0,225.0,8.0,4,,1124.0,,473.1,True,False
54,1,2.0,0,80,300,other_objend,ESACC,True,501.07727946894585,154.64074495423256,1275.0,435.0,31.787418894902466,366.3410432916301,855.0,225.0,study,True,False,222,manip_objstart,4.0,807,184.6792895806132,540.0979170483812,645.0,225.0,8.0,4,828.8,1125.0,207.0,472.6,True,False
55,1,2.0,0,188,488,,EFIX,True,,513.6248631053602,1275.0,435.0,,44.05110668303352,855.0,225.0,study,True,False,302,other_objstart,4.0,807,,171.61147980248873,645.0,225.0,8.0,4,,815.5,,205.5,True,False
56,1,2.0,0,26,514,test_objend,ESACC,True,687.6810452528119,515.4619772592349,1275.0,435.0,225.4932814963674,45.924394389039016,855.0,225.0,study,True,False,490,other_objstart,4.0,807,36.458469523555145,169.14801210773956,645.0,225.0,8.0,4,632.1,813.1,190.9,206.2,True,False
57,1,2.0,0,478,992,,EFIX,True,,711.9604553625152,1275.0,435.0,,250.64255424807655,855.0,225.0,study,True,False,516,test_objstart,4.0,807,,52.55178398494194,645.0,225.0,8.0,4,,607.0,,188.7,True,False
58,1,2.0,0,32,1024,other_objend,ESACC,True,482.75485497299763,715.386140486381,1275.0,435.0,37.15171597651986,252.59716942198705,855.0,225.0,study,True,False,994,test_objstart,4.0,807,218.22522768919274,58.74802124327255,645.0,225.0,8.0,4,860.1,606.3,188.2,180.8,True,False
59,1,2.0,0,632,1656,,EFIX,True,,456.29275690065475,1275.0,435.0,,36.208838699963806,855.0,225.0,study,True,False,1026,other_objstart,4.0,807,,238.92902711893333,645.0,225.0,8.0,4,,882.8,,201.8,True,False
60,1,2.0,0,40,1696,manip_objend,ESACC,True,75.60489402148515,447.7212078961639,1275.0,435.0,460.1370448029586,39.27187288632917,855.0,225.0,study,True,False,1658,other_objstart,4.0,807,663.5752406472079,245.4756199707009,645.0,225.0,8.0,4,1294.3,889.8,361.9,206.8,True,False
61,1,2.0,0,202,1898,,EFIX,True,,59.398063941512405,1275.0,435.0,,470.8249462379834,855.0,225.0,study,True,False,1698,manip_objstart,4.0,807,,672.5935845664899,645.0,225.0,8.0,4,,1299.3,,380.8,True,False
62,1,2.0,0,16,1914,manip_objend,ESACC,True,75.25589677892354,54.43473155991492,1275.0,435.0,519.8686853427507,477.1845974044007,855.0,225.0,study,True,False,1900,manip_objstart,4.0,807,720.7284162567755,678.300184284215,645.0,225.0,8.0,4,1343.3,1303.3,403.4,388.5,True,False
