,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,1.0,1,126,128,,EFIX,False,,352.32792963374334,1275.0,645.0,,360.63412206833675,1275.0,435.0,study,True,False,4,offscreen,1.0,806,,338.5896779289056,855.0,225.0,2.0,1,,934.6,,554.1,False,False
1,1,1.0,1,124,252,manip_objend,ESACC,False,87.83012011832838,335.5480591509955,1275.0,645.0,229.7392652552018,349.9464244709467,1275.0,435.0,study,True,False,130,offscreen,1.0,806,660.4529733448097,351.4434520659049,855.0,225.0,2.0,1,1362.8,949.5,647.3,563.5,False,False
2,1,1.0,1,92,344,,EFIX,False,,58.02516695365906,1275.0,645.0,,161.91022203678185,1275.0,435.0,study,True,False,254,manip_objstart,1.0,806,,580.9637854462187,855.0,225.0,2.0,1,,1303.4,,594.4,False,False
3,1,1.0,1,40,384,test_objend,ESACC,False,598.0350658615262,52.746658661947514,1275.0,645.0,440.8990133806153,162.69668097413663,1275.0,435.0,study,True,False,346,manip_objstart,1.0,806,110.62522316361671,576.1755027767147,855.0,225.0,2.0,1,937.5,1295.5,151.3,596.4,False,False
4,1,1.0,1,210,594,,EFIX,False,,565.7938582204653,1275.0,645.0,,416.0801485291025,1275.0,435.0,study,True,False,386,test_objstart,1.0,806,,90.72315029803588,855.0,225.0,2.0,1,,938.7,,190.0,False,False
5,1,1.0,1,20,614,test_objend,ESACC,False,566.6873035457915,567.2404075874707,1275.0,645.0,396.60118507135104,418.4467469105238,1275.0,435.0,study,True,False,596,test_objstart,1.0,806,162.67298484997434,87.18761379920893,855.0,225.0,2.0,1,999.3,935.2,149.9,190.8,False,False
6,1,1.0,1,248,862,,EFIX,False,,564.1959322788493,1275.0,645.0,,390.8363468256247,1275.0,435.0,study,True,False,616,test_objstart,1.0,806,,175.93478905549068,855.0,225.0,2.0,1,,1012.1,,145.8,False,False
7,1,1.0,1,42,904,offscreen,ESACC,False,335.1729105998872,568.794163120544,1275.0,645.0,237.48027286492658,393.7293486647903,1275.0,435.0,study,True,False,864,offscreen,1.0,806,680.5327912746012,182.27122647307775,855.0,225.0,2.0,1,1510.8,1015.6,406.8,138.8,False,False
8,1,1.0,1,306,1210,,EFIX,False,,293.5712009036309,1275.0,645.0,,174.86008692666263,1275.0,435.0,study,True,False,906,other_objstart,1.0,806,,620.1903336879736,855.0,225.0,2.0,1,,1447.7,,407.6,False,False
9,1,1.0,1,26,1236,manip_objend,ESACC,False,170.30854353202602,277.95546405854304,1275.0,645.0,213.03755537463343,163.88788850918795,1275.0,435.0,study,True,False,1212,other_objstart,1.0,806,676.937958752499,614.9367772381158,855.0,225.0,2.0,1,1432.0,1438.2,579.0,420.0,False,False
