,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,2.0,0,292,294,,EFIX,True,,339.3169904381447,1065.0,645.0,,431.65497796272433,435.0,225.0,study,True,False,4,screen,1.0,810,,479.4142467636939,1275.0,225.0,5.0,1,,829.1,,401.1,True,False
1,1,2.0,0,50,344,other_objend,ESACC,True,804.6744497000013,346.63646663327273,1065.0,645.0,50.487325142059184,423.8264267362289,435.0,225.0,study,True,False,296,screen,1.0,810,870.5612959464715,484.83898358114726,1275.0,225.0,5.0,1,405.4,822.0,184.1,397.8,True,False
2,1,2.0,0,220,564,,EFIX,True,,833.8962105681977,1065.0,645.0,,78.77112415092222,435.0,225.0,study,True,False,346,other_objstart,1.0,810,,895.1809258468368,1275.0,225.0,5.0,1,,381.7,,167.0,True,False
3,1,2.0,0,56,620,manip_objend,ESACC,True,170.81829527307664,841.5897159542766,1065.0,645.0,620.62137410824,85.64607404896034,435.0,225.0,study,True,False,566,other_objstart,1.0,810,382.8980151424136,903.6543863668234,1275.0,225.0,5.0,1,997.0,373.3,488.3,165.6,True,False
4,1,2.0,0,208,828,,EFIX,True,,157.04655360752108,1065.0,645.0,,630.740533024476,435.0,225.0,study,True,False,622,manip_objstart,1.0,810,,388.20821732673306,1275.0,225.0,5.0,1,,1002.1,,501.1,True,False
5,1,2.0,0,56,884,other_objend,ESACC,True,830.5259177172017,161.19665008926208,1065.0,645.0,76.72874298462082,620.8223256294832,435.0,225.0,study,True,False,830,manip_objstart,1.0,810,889.7321507060426,397.0042317154818,1275.0,225.0,5.0,1,387.3,990.6,164.9,502.0,True,False
6,1,2.0,0,270,1154,,EFIX,True,,855.2924002936072,1065.0,645.0,,101.70098327941575,435.0,225.0,study,True,False,886,other_objstart,1.0,810,,908.8361183403749,1275.0,225.0,5.0,1,,369.5,,147.2,True,False
7,1,2.0,0,14,1168,other_objend,ESACC,True,891.0829478785912,861.2092893135791,1065.0,645.0,134.45750257981146,107.0954714261999,435.0,225.0,study,True,False,1156,other_objstart,1.0,810,947.927644918113,914.705110951065,1275.0,225.0,5.0,1,330.9,363.8,139.9,145.0,True,False
8,1,2.0,0,550,1718,,EFIX,True,,899.2032751274875,1065.0,645.0,,142.2200056250878,435.0,225.0,study,True,False,1170,other_objstart,1.0,810,,957.6066676877307,1275.0,225.0,5.0,1,,321.2,,139.7,True,False
9,1,2.0,0,62,1780,manip_objend,ESACC,True,31.40700558792581,890.9884959975634,1065.0,645.0,733.4837421511127,133.8301161921337,435.0,225.0,study,True,False,1720,other_objstart,1.0,810,487.45707503327924,953.4938384698665,1275.0,225.0,5.0,1,1033.8,324.5,648.6,149.5,True,False
10,1,2.0,0,406,2186,,EFIX,True,,45.03209966235197,1065.0,645.0,,719.1661073771483,435.0,225.0,study,True,False,1782,manip_objstart,1.0,810,,489.89783628834283,1275.0,225.0,5.0,1,,1020.0,,643.3,True,False
11,1,2.0,0,44,2230,test_objend,ESACC,True,387.8326443196859,71.0927563117369,1065.0,645.0,757.2569973265352,689.0748725646581,435.0,225.0,study,True,False,2188,manip_objstart,1.0,810,99.83065661408817,485.55141849241875,1275.0,225.0,5.0,1,1190.4,997.3,278.0,623.3,True,False
12,1,2.0,0,734,2964,,EFIX,True,,453.066407935967,1065.0,645.0,,770.9728724151065,435.0,225.0,study,True,False,2232,test_objstart,1.0,810,,69.90829707552594,1275.0,225.0,5.0,1,,1205.9,,214.4,True,False
13,1,2.0,0,190,3154,other_objend,ESACC,True,857.2739352155763,430.7860954116324,1065.0,645.0,123.65516568263534,755.5413026433433,435.0,225.0,study,True,False,2966,test_objstart,1.0,810,963.2583246460941,84.86848649528281,1275.0,225.0,5.0,1,311.8,1190.5,235.6,232.9,True,False
14,1,2.0,0,216,3370,,EFIX,True,,866.4121074869627,1065.0,645.0,,116.30967285655994,435.0,225.0,study,True,False,3156,other_objstart,1.0,810,,954.0146434934844,1275.0,225.0,5.0,1,,321.3,,200.5,True,False
15,1,2.0,0,20,3390,other_objend,ESACC,True,885.140587703445,860.0007558136214,1065.0,645.0,131.40722963368495,108.93713783646055,435.0,225.0,study,True,False,3372,other_objstart,1.0,810,933.207297442535,946.422368712828,1275.0,225.0,5.0,1,346.9,328.9,127.5,200.3,True,False
16,1,2.0,0,398,3788,,EFIX,True,,901.8265964141888,1065.0,645.0,,147.9365066506574,435.0,225.0,study,True,False,3392,other_objstart,1.0,810,,947.2767335895039,1275.0,225.0,5.0,1,,333.9,,117.0,True,False
17,1,2.0,0,62,3850,manip_objend,ESACC,True,52.345391392175074,901.1142047487655,1065.0,645.0,706.9427416700734,145.13032074656212,435.0,225.0,study,True,False,3790,other_objstart,1.0,810,451.7610430304942,953.2968110719767,1275.0,225.0,5.0,1,1031.0,326.6,605.2,128.5,True,False
18,1,2.0,0,162,4012,,EFIX,True,,34.3185081260827,1065.0,645.0,,724.1641802795826,435.0,225.0,study,True,False,3852,manip_objstart,1.0,810,,457.43388593325705,1275.0,225.0,5.0,1,,1042.6,,619.0,True,False
19,1,1.0,0,218,220,,EFIX,True,,613.9388976111547,1485.0,225.0,,503.92952880338333,1485.0,645.0,study,False,False,4,test_objstart,2.0,810,,166.7842018897473,1065.0,435.0,9.0,2,,985.1,,581.4,False,False
20,1,1.0,0,24,244,test_objend,ESACC,True,518.8848234435076,609.4025352753301,1485.0,225.0,512.7781781628388,503.67395207614214,1485.0,645.0,study,False,False,222,test_objstart,2.0,810,51.647458795181805,160.74031852649787,1065.0,435.0,9.0,2,1013.9,986.2,442.5,575.1,False,False
21,1,1.0,0,252,496,,EFIX,True,,508.90436233146994,1485.0,225.0,,516.6039585601334,1485.0,645.0,study,False,False,246,test_objstart,2.0,810,,48.61738372228604,1065.0,435.0,9.0,2,,1017.3,,425.6,False,False
22,1,1.0,0,48,544,manip_objend,ESACC,True,133.57338806813283,499.70329196434153,1485.0,225.0,389.75101026167977,504.9706724157354,1485.0,645.0,study,False,False,498,test_objstart,2.0,810,336.54992200266514,36.84263834200798,1065.0,435.0,9.0,2,1361.3,1028.7,275.4,428.7,False,False
23,1,1.0,0,152,696,,EFIX,True,,111.64627176936989,1485.0,225.0,,406.3162438298523,1485.0,645.0,study,False,False,546,manip_objstart,2.0,810,,361.05247541043116,1065.0,435.0,9.0,2,,1377.0,,253.3,False,False
24,1,1.0,0,20,716,manip_objend,ESACC,True,75.14818693754368,106.15997362471413,1485.0,225.0,457.26934076100054,414.6829391233741,1485.0,645.0,study,False,False,698,manip_objstart,2.0,810,427.35845609979447,368.9660417978869,1065.0,435.0,9.0,2,1417.1,1380.5,192.8,243.7,False,False
25,1,1.0,0,924,1640,,EFIX,True,,118.42470181511956,1485.0,225.0,,490.73863715831465,1485.0,645.0,study,False,False,718,manip_objstart,2.0,810,,417.0856147123754,1065.0,435.0,9.0,2,,1382.9,,165.0,False,False
26,1,1.0,0,46,1686,test_objend,ESACC,True,474.1835615033487,130.58166027432804,1485.0,225.0,524.802867751311,483.5861557158145,1485.0,645.0,study,False,False,1642,manip_objstart,2.0,810,67.21644144106413,394.6866731978671,1065.0,435.0,9.0,2,1035.1,1363.6,374.8,176.9,False,False
27,1,1.0,0,570,2256,,EFIX,True,,515.6134307793,1485.0,225.0,,542.2925501977692,1485.0,645.0,study,False,False,1688,test_objstart,2.0,810,,72.72695511294283,1065.0,435.0,9.0,2,,1000.5,,401.4,False,False
28,1,1.0,0,46,2302,other_objend,ESACC,True,404.59799801778547,525.6285856001365,1485.0,225.0,79.79686710642218,552.5843012609026,1485.0,645.0,study,False,False,2258,test_objstart,2.0,810,391.2461373611246,83.05064719795988,1065.0,435.0,9.0,2,1408.5,989.5,622.3,400.4,False,False
29,1,1.0,0,514,2816,,EFIX,True,,424.0483934647083,1485.0,225.0,,57.00035087611303,1485.0,645.0,study,False,False,2304,other_objstart,2.0,810,,419.46756728023684,1065.0,435.0,9.0,2,,1428.0,,645.2,False,False
