,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,2.0,0,162,164,,EFIX,True,,528.9671634421177,1275.0,225.0,,454.6715957699579,435.0,225.0,study,True,False,4,screen,1.0,809,,359.49445058303746,1065.0,225.0,9.0,1,,811.5,,479.9,True,False
1,1,2.0,0,42,206,other_objend,ESACC,True,820.201371615532,527.6529257002182,1275.0,225.0,19.856736892047508,451.4704973749669,435.0,225.0,study,True,False,166,screen,1.0,809,610.2018436550319,357.02886437933836,1065.0,225.0,9.0,1,454.8,810.6,223.5,475.5,True,False
2,1,2.0,0,234,440,,EFIX,True,,832.011159780925,1275.0,225.0,,15.829403020960715,435.0,225.0,study,True,False,208,other_objstart,1.0,809,,622.0486878050624,1065.0,225.0,9.0,1,,443.1,,211.4,True,False
3,1,2.0,0,12,452,other_objend,ESACC,True,862.6005564570429,832.2908926571287,1275.0,225.0,29.115631540462914,14.564683312726043,435.0,225.0,study,True,False,442,other_objstart,1.0,809,652.6650902262201,622.3215647878515,1065.0,225.0,9.0,1,412.6,442.8,206.4,212.7,True,False
4,1,2.0,0,448,900,,EFIX,True,,879.3269983345217,1275.0,225.0,,47.58119376392314,435.0,225.0,study,True,False,454,other_objstart,1.0,809,,669.4609547987096,1065.0,225.0,9.0,1,,396.1,,197.6,True,False
5,1,2.0,0,48,948,test_objend,ESACC,True,263.77841079208883,879.0120875164346,1275.0,225.0,582.7135230968988,48.8082984747471,435.0,225.0,study,True,False,902,other_objstart,1.0,809,69.08726365980922,669.172810266526,1065.0,225.0,9.0,1,1015.7,396.5,176.6,195.0,True,False
6,1,2.0,0,360,1308,,EFIX,True,,251.52355754481522,1275.0,225.0,,594.4746420159569,435.0,225.0,study,True,False,950,test_objstart,1.0,809,,59.14473772027395,1065.0,225.0,9.0,1,,1027.7,,179.1,True,False
7,1,2.0,0,30,1338,test_objend,ESACC,True,376.66138639366795,257.1749793428591,1275.0,225.0,476.6736829320452,588.668811811871,435.0,225.0,study,True,False,1310,test_objstart,1.0,809,175.81183122873162,62.74527870684775,1065.0,225.0,9.0,1,905.8,1021.9,150.4,179.4,True,False
8,1,2.0,0,226,1564,,EFIX,True,,396.74356957611803,1275.0,225.0,,457.87930724154813,435.0,225.0,study,True,False,1340,screen,1.0,809,,195.3649405599684,1065.0,225.0,9.0,1,,886.1,,146.5,True,False
9,1,2.0,0,34,1598,screen,ESACC,True,601.3933987000522,404.4710743675003,1275.0,225.0,257.2197892853503,448.95974207048897,435.0,225.0,study,True,False,1566,screen,1.0,809,394.3298365581787,201.96249651853682,1065.0,225.0,9.0,1,679.1,877.6,143.9,149.7,True,False
