sub,cond,answer,recogcxt,recallcxt,subgroup,lesion,picid,block,response,RT,original_update,original_lure,update_lure,updatedistraw,finalcall_O,finalcall(raw)_U,finalcall_lure,finalcallCXT,finalcallRT,recogcxtcond,luredistfix,updaterecogMed,distfix,<180
807,passive,Loc1,Cxt1,notest,young,control,15,3,1,6.00E+02,1.03E+02,1.03E+02,1.04E+02,1.03E+02,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt2,notest,young,control,19,3,1,8.00E+02,1.47E+02,1.47E+02,1.47E+02,8.92E+01,0,0,0,0,0,9,90,0,1,1
807,passive,Loc1,Cxt1,notest,young,control,67,3,1,8.83E+02,3.40E+02,3.40E+02,340,3.40E+02,0,0,0,0,0,10,90,0,1,0
807,passive,Loc1,Cxt2,notest,young,control,6,3,1,8.33E+02,9.01E+01,8.96E+01,8.94E+01,9.01E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,23,3,1,6.33E+02,1.31E+02,1.31E+02,1.31E+02,8.99E+01,0,0,0,0,0,10,90,0,1,1
807,passive,Loc1,Cxt2,notest,young,control,24,3,1,6.33E+02,1.06E+02,1.06E+02,1.06E+02,1.06E+02,0,0,0,0,0,9,90,1,1,1
807,passive,Loc2,Cxt1,notest,young,control,32,3,2,6.00E+02,3.01E+02,3.01E+02,3.01E+02,3.01E+02,0,0,0,0,0,10,90,0,1,0
807,passive,LocN,Cxt2,notest,young,control,10,3,3,8.17E+02,9.60E+01,9.54E+01,9.60E+01,8.96E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc2,Cxt2,notest,young,control,72,3,2,6.50E+02,3.87E+02,3.88E+02,3.87E+02,3.87E+02,0,0,0,0,0,9,90,0,1,0
807,passive,Loc1,Cxt1,notest,young,control,65,3,1,6.00E+02,9.08E+01,9.17E+01,9.14E+01,9.08E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc2,Cxt2,notest,young,control,68,3,2,6.67E+02,1.35E+02,1.34E+02,1.35E+02,8.97E+01,0,0,0,0,0,9,90,0,1,1
807,passive,Loc1,Cxt1,notest,young,control,7,3,1,1.12E+03,9.08E+01,9.08E+01,9.07E+01,9.08E+01,0,0,0,0,0,10,90,1,1,1
807,passive,LocN,Cxt2,notest,young,control,79,3,3,7.00E+02,1.52E+02,1.52E+02,1.51E+02,8.90E+01,0,0,0,0,0,9,90,0,1,1
807,passive,LocN,Cxt2,notest,young,control,20,3,3,6.67E+02,9.66E+01,9.68E+01,9.72E+01,8.97E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,88,3,1,6.00E+02,1.14E+02,1.14E+02,1.15E+02,8.91E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,25,3,1,7.00E+02,9.10E+01,9.06E+01,9.04E+01,9.10E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt2,notest,young,control,39,3,1,7.17E+02,1.46E+02,1.45E+02,1.46E+02,1.46E+02,0,0,0,0,0,9,90,0,1,1
807,passive,Loc1,Cxt2,notest,young,control,47,3,1,6.00E+02,9.53E+02,9.53E+02,6.37E+02,9.53E+02,0,0,0,0,0,9,90,0,1,0
807,passive,Loc1,Cxt1,notest,young,control,12,3,1,7.17E+02,9.05E+01,9.12E+01,9.05E+01,9.05E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt2,notest,young,control,96,3,1,6.83E+02,9.02E+01,9.10E+01,9.09E+01,9.02E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,82,3,1,8.50E+02,8.96E+02,8.96E+02,8.95E+02,8.96E+02,0,0,0,0,0,10,90,0,1,0
807,passive,Loc1,Cxt1,notest,young,control,61,3,1,5.83E+02,5.02E+02,5.02E+02,5.02E+02,5.02E+02,0,0,0,0,0,10,90,0,1,0
807,passive,Loc1,Cxt2,notest,young,control,50,4,1,8.67E+02,4.27E+02,4.27E+02,4.26E+02,4.27E+02,0,0,0,0,0,9,90,0,1,0
807,passive,Loc1,Cxt2,notest,young,control,43,4,1,9.17E+02,6.61E+02,6.61E+02,6.61E+02,6.61E+02,0,0,0,0,0,9,90,0,1,0
807,passive,Loc2,Cxt1,notest,young,control,34,4,2,8.00E+02,1.00E+02,9.97E+01,1.00E+02,8.95E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,92,4,1,7.17E+02,1.23E+02,1.24E+02,1.24E+02,1.23E+02,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,42,4,1,8.00E+02,1.25E+02,1.25E+02,1.25E+02,1.25E+02,0,0,0,0,0,10,90,1,1,1
807,passive,LocN,Cxt1,notest,young,control,52,4,3,5.00E+02,9.63E+01,9.55E+01,9.55E+01,9.63E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc2,Cxt2,notest,young,control,75,4,2,6.17E+02,1.32E+02,1.32E+02,1.32E+02,1.32E+02,0,0,0,0,0,9,90,0,1,1
807,passive,Loc1,Cxt2,notest,young,control,44,4,1,7.00E+02,1.10E+02,1.10E+02,1.10E+02,1.10E+02,0,0,0,0,0,9,90,1,1,1
807,passive,Loc2,Cxt2,notest,young,control,87,4,2,7.33E+02,1.48E+02,1.49E+02,1.48E+02,1.48E+02,0,0,0,0,0,9,90,0,1,1
807,passive,Loc1,Cxt1,notest,young,control,4,4,1,7.33E+02,6.25E+02,6.25E+02,6.25E+02,6.25E+02,0,0,0,0,0,10,90,0,1,0
807,passive,LocN,Cxt1,notest,young,control,94,4,3,7.67E+02,1.37E+02,1.36E+02,1.36E+02,1.37E+02,0,0,0,0,0,10,90,0,1,1
807,passive,Loc2,Cxt1,notest,young,control,83,4,2,7.50E+02,1.55E+02,1.55E+02,1.54E+02,1.55E+02,0,0,0,0,0,10,90,0,1,1
807,passive,LocN,Cxt2,notest,young,control,22,4,3,5.83E+02,1.07E+03,1.07E+03,8.39E+02,1.07E+03,0,0,0,0,0,9,90,0,1,0
807,passive,Loc1,Cxt1,notest,young,control,64,4,1,1.17E+03,2.67E+02,2.67E+02,2.66E+02,2.67E+02,0,0,0,0,0,10,90,0,1,0
807,passive,Loc1,Cxt1,notest,young,control,33,4,1,7.83E+02,9.32E+02,9.32E+02,9.32E+02,9.32E+02,0,0,0,0,0,10,90,0,1,0
807,passive,LocN,Cxt2,notest,young,control,57,4,3,6.67E+02,9.71E+01,9.79E+01,9.79E+01,9.71E+01,0,0,0,0,0,9,90,1,1,1
807,passive,LocN,Cxt2,notest,young,control,5,4,3,6.50E+02,1.28E+02,127,1.28E+02,8.98E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,60,4,1,6.17E+02,3.57E+02,3.56E+02,3.57E+02,3.57E+02,0,0,0,0,0,10,90,0,1,0
807,passive,Loc1,Cxt2,notest,young,control,3,4,1,8.33E+02,1.28E+02,1.27E+02,1.28E+02,1.28E+02,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,26,4,1,6.50E+02,1.07E+02,1.06E+02,1.06E+02,8.92E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt1,notest,young,control,71,4,1,6.50E+02,9.08E+01,9.13E+01,9.01E+01,9.08E+01,0,0,0,0,0,10,90,1,1,1
807,passive,Loc1,Cxt2,notest,young,control,9,4,1,6.50E+02,9.94E+01,9.89E+01,9.96E+01,8.95E+01,0,0,0,0,0,9,90,1,1,1
807,passive,Loc1,Cxt2,notest,young,control,59,4,1,6.67E+02,1.86E+02,1.86E+02,1.85E+02,1.86E+02,0,0,0,0,0,9,90,0,1,0
807,passive,Loc1,Cxt2,notest,young,control,70,4,1,1.17E+03,1.22E+02,1.22E+02,1.22E+02,8.94E+01,0,0,0,0,0,9,90,1,1,1
807,active,Loc1,Cxt1,Cxt0,young,control,54,1,1,1.00E+03,1.00E+02,1.00E+02,1.00E+02,5.46E+01,6.09E+01,3.84E+01,6.47E+01,1,1.52E+03,10,90,99,0,1
807,active,Loc1,Cxt1,Cxt1,young,control,45,1,1,2.43E+03,1.06E+02,1.07E+02,1.07E+02,8.90E+01,9.00E+02,8.13E+02,8.58E+02,2,2.75E+03,10,90,99,0,1
807,active,Loc1,Cxt1,Cxt1,young,control,35,1,1,8.83E+02,1.09E+02,1.09E+02,1.09E+02,7.70E+01,1.24E+01,7.48E+01,1.03E+02,2,2.90E+03,10,90,99,0,1
807,active,LocN,Cxt2,Cxt1,young,control,36,1,3,3.43E+03,9.88E+01,9.85E+01,9.85E+01,8.86E+01,1.26E+02,3.89E+01,1.06E+02,2,1.65E+03,9,90,99,0,1
807,active,Loc1,Cxt2,Cxt0,young,control,80,1,1,9.00E+02,1.15E+02,1.15E+02,1.14E+02,7.20E+01,3.83E+01,45,7.81E+01,1,1.58E+03,9,90,99,0,1
807,active,Loc1,Cxt2,Cxt1,young,control,37,1,1,1.18E+03,9.20E+01,9.14E+01,9.17E+01,2.06E+01,4.34E+01,3.36E+01,1.15E+02,2,1.80E+03,9,90,99,0,1
807,active,Loc1,Cxt2,Cxt0,young,control,69,2,1,1.47E+03,9.51E+01,9.48E+01,9.46E+01,8.63E+01,1.06E+02,3.64E+01,1.81E+02,8,2.10E+03,9,90,99,0,1
807,active,Loc2,Cxt2,Cxt0,young,control,74,2,2,1.83E+03,1.22E+02,1.22E+02,1.22E+02,2.55E+01,1.94E+02,2.19E+02,1.53E+02,8,2.08E+03,9,90,99,0,1
807,active,Loc1,Cxt1,Cxt1,young,control,66,2,1,6.67E+02,1.52E+02,1.53E+02,1.52E+02,4.39E+01,4.30E+01,5.78E+01,1.94E+02,10,1.93E+03,10,90,99,0,1
807,active,Loc1,Cxt1,Cxt0,young,control,17,2,1,8.00E+02,1.22E+02,1.22E+02,1.22E+02,3.41E+01,7.47E+01,4.09E+01,1.92E+02,8,1.98E+03,10,90,99,0,1
807,active,LocN,Cxt1,Cxt0,young,control,30,2,3,6.33E+02,1.54E+02,1.53E+02,1.53E+02,7.14E+01,2.64E+01,9.64E+01,1.48E+02,8,1.98E+03,10,90,99,0,1
807,active,Loc1,Cxt2,Cxt1,young,control,21,2,1,9.33E+02,1.61E+02,1.62E+02,1.62E+02,5.66E+01,4.12E+01,1.64E+01,2.02E+02,10,1.53E+03,9,90,99,0,1
807,active,Loc1,Cxt2,Cxt0,young,control,85,2,1,9.33E+02,1.27E+02,1.28E+02,1.27E+02,3.14E+01,7.41E+01,1.04E+02,9.30E+01,8,1.68E+03,9,90,99,0,1
807,active,Loc1,Cxt2,Cxt1,young,control,46,2,1,7.83E+02,1.62E+02,1.61E+02,1.62E+02,2.64E+01,4.56E+01,2.94E+01,1.99E+02,10,1.73E+03,9,90,99,0,1
807,active,Loc1,Cxt1,Cxt1,young,control,89,2,1,8.00E+02,1.19E+02,1.20E+02,1.19E+02,3.04E+01,2.97E+01,1.06E+01,1.23E+02,10,1.47E+03,10,90,99,0,1
807,active,Loc1,Cxt2,Cxt0,young,control,63,2,1,6.17E+02,97,9.67E+01,9.72E+01,57,1.12E+02,5.53E+01,1.10E+02,8,2.03E+03,9,90,99,0,1
807,active,Loc2,Cxt1,Cxt1,young,control,86,2,2,1.75E+03,9.47E+01,9.39E+01,9.48E+01,8.84E+01,2.46E+02,3.07E+02,3.34E+02,10,2.00E+03,10,90,99,0,1
807,active,Loc1,Cxt1,Cxt0,young,control,81,2,1,7.83E+02,1.07E+02,1.08E+02,1.07E+02,6.29E+01,1.03E+02,1.05E+02,2.06E+02,8,1.70E+03,10,90,99,0,1
807,active,Loc1,Cxt1,Cxt1,young,control,31,2,1,5.50E+02,1.56E+02,1.56E+02,1.56E+02,1.84E+01,2.68E+01,1.71E+01,1.57E+02,10,2.00E+03,10,90,99,0,1
807,active,Loc2,Cxt2,Cxt0,young,control,76,2,2,8.83E+02,1.07E+02,1.08E+02,1.08E+02,8.04E+01,2.22E+01,9.18E+01,9.56E+01,8,1.85E+03,9,90,99,0,1
808,active,Loc1,Cxt1,Cxt0,young,control,34,1,1,3.73E+03,2.03E+02,2.03E+02,203,2.03E+02,2.07E+02,6.67E+01,1.45E+02,6,4.95E+03,10,90,1,1,0
808,active,Loc2,Cxt2,Cxt0,young,control,39,1,2,3.07E+03,5.62E+02,5.62E+02,5.62E+02,5.62E+02,4.88E+02,2.32E+02,7.07E+02,6,5.60E+03,9,90,0,1,0
808,active,Loc2,Cxt2,Cxt1,young,control,61,1,2,3.93E+03,2.56E+02,2.57E+02,2.57E+02,2.56E+02,2.31E+02,1.39E+02,1.18E+02,10,3.35E+03,9,90,1,1,0
808,active,Loc2,Cxt2,Cxt0,young,control,81,1,2,6.00E+02,7.63E+02,7.63E+02,7.63E+02,7.63E+02,7.20E+02,47,7.27E+02,6,1.42E+03,9,90,0,1,0
808,active,Loc1,Cxt2,Cxt1,young,control,21,1,1,7.62E+03,2.76E+02,2.76E+02,2.77E+02,2.76E+02,8.77E+02,6.09E+02,7.26E+02,10,3.18E+03,9,90,0,1,0
808,active,Loc2,Cxt1,Cxt1,young,control,56,1,2,3.70E+03,1.03E+03,1.03E+03,4.64E+02,1.10E+03,2.51E+02,9.26E+02,7.95E+02,10,4.63E+03,10,90,0,1,0
808,active,LocN,Cxt1,Cxt0,young,control,30,1,3,3.03E+03,3.85E+02,3.84E+02,3.84E+02,3.85E+02,4.06E+02,3.07E+02,1.02E+02,6,1.32E+03,10,90,0,1,0
808,active,Loc1,Cxt1,Cxt0,young,control,68,1,1,6.98E+03,1.31E+02,1.30E+02,1.31E+02,1.31E+02,1.41E+02,2.19E+01,1.53E+02,6,5.28E+03,10,90,1,1,1
808,active,Loc1,Cxt2,Cxt0,young,control,52,1,1,5.23E+03,4.19E+02,4.19E+02,4.20E+02,4.19E+02,3.12E+02,6.11E+02,3.36E+02,6,3.57E+03,9,90,0,1,0
808,active,Loc1,Cxt1,Cxt1,young,control,8,1,1,1.65E+03,1.51E+02,1.52E+02,1.52E+02,1.51E+02,1.09E+02,5.44E+01,1.06E+02,10,9.05E+03,10,90,1,1,1
808,active,Loc2,Cxt1,Cxt0,young,control,5,1,2,2.23E+03,7.75E+02,7.76E+02,7.75E+02,7.75E+02,3.68E+02,6.72E+02,4.08E+02,6,4.60E+03,10,90,0,1,0
808,active,Loc1,Cxt1,Cxt0,young,control,49,1,1,2.62E+03,4.54E+02,4.53E+02,4.54E+02,4.54E+02,5.25E+02,3.53E+02,1.72E+02,6,1.33E+03,10,90,0,1,0
808,active,Loc2,Cxt1,Cxt0,young,control,42,1,2,4.45E+03,7.31E+02,7.32E+02,7.31E+02,7.31E+02,2.35E+02,5.95E+02,5.06E+02,6,4.70E+03,10,90,0,1,0
808,active,LocN,Cxt2,Cxt0,young,control,27,1,3,8.10E+03,4.66E+02,4.65E+02,4.66E+02,4.66E+02,8.34E+02,3.73E+02,7.67E+02,6,2.93E+03,9,90,0,1,0
808,active,LocN,Cxt2,Cxt1,young,control,36,1,3,1.27E+03,4.68E+02,4.68E+02,4.69E+02,4.68E+02,5.64E+02,2.33E+02,6.94E+02,10,3.15E+03,9,90,0,1,0
808,active,LocN,Cxt2,Cxt0,young,control,26,1,3,4.03E+03,1.05E+03,1.05E+03,6.31E+02,1.05E+03,6.43E+02,8.37E+02,4.79E+02,6,2.63E+03,9,90,0,1,0
808,active,Loc1,Cxt1,Cxt1,young,control,16,1,1,8.83E+02,2.45E+02,2.45E+02,2.46E+02,2.45E+02,1.27E+02,1.17E+02,2.11E+02,10,3.60E+03,10,90,1,1,0
808,active,Loc2,Cxt2,Cxt1,young,control,96,1,2,8.00E+02,2.39E+02,2.38E+02,2.39E+02,2.39E+02,2.76E+02,3.77E+01,2.62E+02,10,3.52E+03,9,90,1,1,0
808,active,Loc2,Cxt1,Cxt1,young,control,40,1,2,4.83E+02,3.66E+02,3.65E+02,3.66E+02,3.66E+02,2.04E+02,2.38E+02,1.94E+02,10,6.15E+03,10,90,0,1,0
808,active,Loc1,Cxt2,Cxt1,young,control,38,1,1,8.50E+02,1.39E+02,1.38E+02,1.39E+02,1.39E+02,2.78E+02,1.88E+02,1.61E+02,10,7.73E+03,9,90,1,1,1
808,active,Loc2,Cxt1,Cxt1,young,control,60,1,2,1.23E+03,5.26E+02,5.25E+02,5.25E+02,5.26E+02,5.50E+02,2.65E+02,2.93E+02,10,2.07E+03,10,90,0,1,0
808,active,LocN,Cxt2,Cxt0,young,control,7,3,3,1.45E+03,5.71E+02,5.70E+02,5.69E+02,5.71E+02,5.11E+02,1.44E+02,6.50E+02,9,2.57E+03,9,90,0,1,0
808,active,Loc2,Cxt2,Cxt1,young,control,1,3,2,6.50E+02,1.45E+02,1.44E+02,1.44E+02,1.45E+02,113,3.40E+01,1.21E+02,4,1.65E+03,9,90,1,1,1
808,active,Loc2,Cxt1,Cxt0,young,control,65,3,2,3.50E+02,1.17E+02,1.16E+02,1.16E+02,1.17E+02,6.45E+01,5.76E+01,1.18E+02,9,1.47E+03,10,90,1,1,1
808,active,Loc1,Cxt2,Cxt0,young,control,48,3,1,6.33E+02,1.12E+02,1.12E+02,1.11E+02,1.12E+02,1.61E+02,7.58E+01,9.31E+01,9,2.17E+03,9,90,1,1,1
808,active,Loc1,Cxt2,Cxt1,young,control,3,3,1,8.67E+02,97,9.71E+01,9.68E+01,97,7.63E+01,2.60E+01,1.01E+02,4,1.70E+03,9,90,1,1,1
808,active,LocN,Cxt2,Cxt1,young,control,93,3,3,4.50E+02,3.27E+02,3.27E+02,3.27E+02,3.27E+02,1.22E+02,2.71E+02,2.07E+02,4,4.48E+03,9,90,0,1,0
808,active,Loc2,Cxt1,Cxt0,young,control,92,3,2,3.67E+02,3.24E+02,3.23E+02,3.23E+02,3.24E+02,2.31E+02,1.70E+02,3.97E+02,9,4.43E+03,10,90,0,1,0
808,active,Loc2,Cxt1,Cxt1,young,control,57,3,2,1.52E+03,1.03E+02,1.04E+02,1.03E+02,1.03E+02,2.31E+02,1.42E+02,1.62E+02,4,1.53E+03,10,90,1,1,1
808,active,Loc1,Cxt1,Cxt0,young,control,84,3,1,7.83E+02,2.04E+02,2.04E+02,2.05E+02,2.04E+02,1.27E+02,9.06E+01,1.42E+02,9,1.65E+03,10,90,1,1,0
808,active,LocN,Cxt2,Cxt1,young,control,18,3,3,5.00E+02,1.24E+02,1.24E+02,1.25E+02,1.24E+02,3.05E+02,4.21E+02,4.11E+02,4,2.57E+03,9,90,1,1,1
808,active,Loc1,Cxt2,Cxt0,young,control,51,3,1,7.33E+02,2.07E+02,2.08E+02,2.08E+02,2.07E+02,1.97E+02,1.20E+01,2.09E+02,9,3.08E+03,9,90,1,1,0
808,active,LocN,Cxt2,Cxt1,young,control,43,3,3,7.50E+02,1.76E+02,1.75E+02,1.76E+02,1.76E+02,2.08E+02,4.66E+01,1.64E+02,4,2.58E+03,9,90,1,1,1
808,active,Loc1,Cxt1,Cxt0,young,control,35,3,1,6.67E+02,1.32E+02,1.32E+02,1.33E+02,1.32E+02,5.46E+01,1.15E+02,7.78E+01,9,2.15E+03,10,90,1,1,1
808,active,Loc2,Cxt1,Cxt0,young,control,95,3,2,1.60E+03,2.72E+02,2.72E+02,2.72E+02,2.72E+02,3.91E+02,1.53E+02,2.67E+02,9,2.05E+03,10,90,0,1,0
808,active,Loc2,Cxt1,Cxt1,young,control,47,3,2,6.00E+02,6.95E+02,6.95E+02,696,6.95E+02,7.17E+02,7.90E+01,6.40E+02,4,2.07E+03,10,90,0,1,0
808,active,Loc2,Cxt1,Cxt0,young,control,66,3,2,7.33E+02,1.01E+02,9.99E+01,1.01E+02,1.01E+02,1.18E+02,2.69E+01,1.27E+02,9,2.12E+03,10,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,62,2,1,1.03E+03,2.45E+02,2.44E+02,2.45E+02,2.45E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,55,2,1,7.17E+02,1.39E+02,1.40E+02,1.40E+02,1.39E+02,0,0,0,0,0,10,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,22,2,1,5.67E+02,7.63E+02,7.62E+02,7.62E+02,7.63E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,17,2,1,1.87E+03,1.10E+03,1.10E+03,6.24E+02,1.10E+03,0,0,0,0,0,10,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,29,2,2,7.17E+02,1.05E+03,1.05E+03,9.36E+02,1.05E+03,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt2,notest,young,control,94,2,1,4.33E+02,4.69E+02,4.68E+02,4.68E+02,4.69E+02,0,0,0,0,0,9,90,0,1,0
808,passive,LocN,Cxt2,notest,young,control,44,2,3,3.67E+02,4.66E+02,4.67E+02,4.66E+02,4.66E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,9,2,2,6.33E+02,1.31E+02,1.30E+02,1.31E+02,1.31E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,75,2,1,6.17E+02,9.23E+01,9.20E+01,9.28E+01,8.96E+01,0,0,0,0,0,10,90,1,1,1
808,passive,LocN,Cxt2,notest,young,control,63,2,3,1.07E+03,2.56E+02,2.55E+02,2.56E+02,2.56E+02,0,0,0,0,0,9,90,0,1,0
808,passive,LocN,Cxt2,notest,young,control,41,2,3,7.67E+02,2.39E+02,2.38E+02,2.38E+02,2.39E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,6,2,1,5.00E+02,4.55E+02,4.55E+02,4.55E+02,4.55E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,91,2,1,5.67E+02,5.25E+02,5.24E+02,5.25E+02,5.25E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt2,notest,young,control,13,2,1,6.33E+02,3.68E+02,3.68E+02,3.67E+02,3.68E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt2,notest,young,control,87,2,1,4.67E+02,9.07E+01,9.14E+01,9.08E+01,9.07E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,2,2,1,8.50E+02,9.07E+01,9.12E+01,9.03E+01,9.07E+01,0,0,0,0,0,10,90,1,1,1
808,passive,Loc2,Cxt2,notest,young,control,19,2,2,8.65E+03,1.51E+02,1.52E+02,1.51E+02,1.51E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,4,2,1,7.67E+02,2.04E+02,2.04E+02,2.03E+02,2.04E+02,0,0,0,0,0,10,90,1,1,0
808,passive,Loc1,Cxt2,notest,young,control,15,2,1,2.52E+03,7.76E+02,7.77E+02,7.76E+02,7.76E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc2,Cxt1,notest,young,control,83,2,2,7.67E+02,2.76E+02,2.77E+02,2.77E+02,2.76E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,24,2,2,1.78E+03,5.64E+02,5.64E+02,5.64E+02,5.64E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt2,notest,young,control,90,2,1,1.15E+03,4.20E+02,4.20E+02,4.21E+02,4.20E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,74,2,1,6.33E+02,3.84E+02,3.84E+02,3.84E+02,3.84E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,78,2,1,7.00E+02,7.32E+02,7.31E+02,7.31E+02,7.32E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,25,4,1,6.17E+02,1.01E+02,1.01E+02,1.00E+02,1.01E+02,0,0,0,0,0,10,90,1,1,1
808,passive,LocN,Cxt2,notest,young,control,82,4,3,9.33E+02,9.08E+01,9.20E+01,9.12E+01,9.08E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt2,notest,young,control,59,4,2,5.67E+02,1.03E+02,1.02E+02,1.02E+02,1.03E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt1,notest,young,control,71,4,2,6.00E+02,9.02E+01,9.00E+01,8.99E+01,9.02E+01,0,0,0,0,0,10,90,1,1,1
808,passive,LocN,Cxt2,notest,young,control,12,4,3,6.50E+02,1.76E+02,1.75E+02,1.76E+02,1.76E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt2,notest,young,control,80,4,1,5.17E+02,9.06E+01,9.01E+01,9.00E+01,9.06E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt2,notest,young,control,14,4,2,4.83E+02,9.79E+01,9.73E+01,9.73E+01,9.79E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,20,4,1,5.50E+02,1.24E+02,1.24E+02,1.24E+02,1.24E+02,0,0,0,0,0,10,90,1,1,1
808,passive,LocN,Cxt2,notest,young,control,54,4,3,5.83E+02,6.96E+02,6.96E+02,6.96E+02,6.96E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc2,Cxt1,notest,young,control,79,4,2,2.32E+03,1.44E+02,1.44E+02,1.45E+02,1.44E+02,0,0,0,0,0,10,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,32,4,1,5.33E+02,5.70E+02,5.70E+02,5.70E+02,5.70E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,28,4,1,5.17E+02,2.05E+02,2.06E+02,2.06E+02,2.05E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,10,4,2,2.32E+03,1.81E+02,1.82E+02,1.82E+02,8.91E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt1,notest,young,control,85,4,2,4.67E+02,2.08E+02,2.08E+02,2.08E+02,2.08E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,67,4,2,6.83E+02,1.17E+02,1.17E+02,1.18E+02,1.17E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt2,notest,young,control,89,4,2,1.93E+03,1.32E+02,1.32E+02,1.33E+02,1.32E+02,0,0,0,0,0,9,90,1,1,1
808,passive,Loc1,Cxt1,notest,young,control,45,4,1,6.83E+02,9.02E+01,9.12E+01,9.07E+01,9.02E+01,0,0,0,0,0,10,90,1,1,1
808,passive,Loc1,Cxt2,notest,young,control,23,4,1,8.33E+02,9.04E+01,9.02E+01,8.99E+01,9.04E+01,0,0,0,0,0,9,90,1,1,1
808,passive,Loc2,Cxt1,notest,young,control,53,4,2,9.00E+02,1.13E+02,1.14E+02,1.14E+02,1.13E+02,0,0,0,0,0,10,90,1,1,1
808,passive,Loc2,Cxt1,notest,young,control,76,4,2,5.33E+02,9.02E+01,9.10E+01,9.05E+01,9.02E+01,0,0,0,0,0,10,90,1,1,1
808,passive,Loc1,Cxt2,notest,young,control,69,4,1,4.67E+02,3.24E+02,3.24E+02,3.24E+02,3.24E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc2,Cxt1,notest,young,control,70,4,2,1.45E+03,3.27E+02,3.26E+02,3.22E+02,3.27E+02,0,0,0,0,0,10,90,0,1,0
808,passive,Loc2,Cxt2,notest,young,control,64,4,2,4.33E+02,2.73E+02,2.72E+02,2.72E+02,2.73E+02,0,0,0,0,0,9,90,0,1,0
808,passive,Loc1,Cxt1,notest,young,control,50,4,1,1.48E+03,9.08E+01,9.05E+01,9.06E+01,9.08E+01,0,0,0,0,0,10,90,1,1,1
